도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Hyderabad,2019-09-04,12.2,22.06,3.48,12.34,8.08,12.93,0.38,7.72,13.7,0.07,0.42,0.01,35.0,Good
Hyderabad,2016-10-10,42.0,94.08,7.85,32.55,5.41,14.1,0.25,4.28,39.61,0.01,0.09,0.09,,
Mumbai,2018-09-19,17.68,55.13,20.54,23.5,44.02,,1.39,10.29,28.35,0.54,,,78.0,Satisfactory
Amritsar,2019-08-30,37.27,62.08,22.98,11.54,31.46,12.7,0.47,6.96,18.45,2.12,1.11,2.0,60.0,Satisfactory
Lucknow,2018-10-12,75.05,,11.01,33.9,25.83,37.46,1.16,6.55,19.54,0.17,0.32,,175.0,Moderate
Amritsar,2019-09-19,31.24,54.09,14.64,11.3,24.58,9.65,1.37,15.55,23.48,1.78,1.1,2.0,91.0,Satisfactory
Visakhapatnam,2016-12-28,56.0,94.0,4.13,41.25,24.23,18.3,1.52,11.0,92.97,7.57,7.69,5.05,127.0,Moderate
Talcher,2018-08-28,10.04,16.04,23.72,1.49,23.58,19.0,2.65,15.2,25.3,0.0,0.0,,,
Patna,2017-10-02,45.22,,8.06,16.61,19.88,,0.38,5.52,12.34,0.06,0.67,0.11,91.0,Satisfactory
Visakhapatnam,2019-08-23,45.17,124.19,15.13,15.42,20.51,2.82,1.24,9.78,12.48,9.97,32.15,12.57,109.0,Moderate
Gurugram,2018-11-01,236.55,280.89,87.83,49.81,103.8,,1.01,13.67,39.88,6.59,5.11,,402.0,Severe
Mumbai,2019-09-20,14.94,34.2,17.92,21.94,39.84,17.44,0.75,10.98,10.91,1.65,,,73.0,Satisfactory
Amritsar,2019-10-24,84.31,132.9,11.04,11.56,21.66,31.4,0.36,13.78,22.45,2.49,3.3,1.92,179.0,Moderate
Lucknow,2015-12-16,207.43,,18.92,9.44,3.8,,3.12,5.86,55.09,14.38,39.01,,377.0,Very Poor
Amritsar,2019-11-01,154.49,235.28,17.73,9.94,27.64,12.81,0.37,19.27,15.38,3.53,4.21,2.0,313.0,Very Poor
Amritsar,2019-11-07,34.94,71.87,17.16,9.95,26.82,13.01,0.55,8.74,15.72,1.59,1.94,1.98,212.0,Poor
Visakhapatnam,2019-12-19,74.33,124.21,2.82,27.03,16.67,13.42,1.1,7.84,77.99,4.5,7.16,1.06,153.0,Moderate
Lucknow,2020-04-18,64.07,,3.53,16.42,11.4,38.46,1.04,8.71,21.16,26.56,12.74,,140.0,Moderate
Visakhapatnam,2018-10-14,58.04,99.35,14.0,49.77,37.85,12.16,0.61,8.68,37.85,4.62,10.6,3.73,114.0,Moderate
Mumbai,2015-07-05,,,,,19.25,,0.0,,,0.0,0.0,0.0,,
Mumbai,2018-11-28,55.7,175.73,47.11,49.82,96.93,,2.83,13.92,65.33,2.3,,,149.0,Moderate
Jorapokhar,2020-05-15,61.12,84.04,24.37,10.41,,9.24,1.08,29.95,36.11,,,,98.0,Satisfactory
Hyderabad,2020-03-05,57.23,135.4,11.81,37.61,27.67,22.86,0.64,11.83,29.33,4.14,24.47,7.99,113.0,Moderate
Visakhapatnam,2020-05-21,45.53,150.21,3.5,48.13,27.74,12.68,0.11,11.82,33.44,3.03,10.55,1.06,145.0,Moderate
Mumbai,2019-12-03,39.87,98.1,25.44,33.4,58.85,18.28,0.93,14.4,20.33,7.23,,,115.0,Moderate
Talcher,2018-10-10,,,,41.38,,22.82,,13.56,11.48,,,,,
Thiruvananthapuram,2017-10-23,39.6,68.55,1.62,10.85,1.41,4.33,0.2,2.53,5.95,,,,,
Amritsar,2020-01-14,31.25,83.72,9.17,9.89,17.82,11.99,0.66,6.54,20.19,1.45,1.55,1.86,64.0,Satisfactory
Amritsar,2020-01-16,45.32,81.67,9.43,9.85,19.25,12.0,0.91,7.72,,2.27,2.14,2.0,85.0,Satisfactory
Visakhapatnam,2020-01-17,43.36,81.3,2.81,25.07,15.46,10.51,1.03,9.53,59.04,3.12,4.01,0.96,128.0,Moderate
Chennai,2020-02-11,29.12,67.85,8.51,19.96,27.78,39.59,0.84,10.31,28.62,0.22,0.0,,69.0,Satisfactory
Amritsar,2020-01-24,43.96,77.9,9.54,9.93,19.14,12.01,0.6,8.46,43.35,1.85,1.82,2.0,70.0,Satisfactory
Amritsar,2020-01-28,42.4,55.89,10.76,10.82,20.45,11.96,0.64,10.61,23.37,1.66,1.67,2.0,96.0,Satisfactory
Patna,2020-06-01,17.45,80.29,15.54,13.91,11.71,3.99,0.46,9.38,50.42,1.74,3.32,2.4,110.0,Moderate
Guwahati,2019-08-24,8.55,19.11,2.39,6.88,11.3,5.57,0.34,12.06,16.25,,,,30.0,Good
Ernakulam,2020-05-23,16.41,48.58,6.39,,5.76,25.29,1.9,2.43,,0.48,1.5,0.11,101.0,Moderate
Chennai,2017-05-12,46.29,,5.59,11.12,10.56,,0.12,6.82,21.21,0.06,0.08,,67.0,Satisfactory
Jaipur,2018-09-29,55.11,204.24,42.3,32.84,58.5,26.59,1.34,9.96,23.3,1.24,5.13,,174.0,Moderate
Amritsar,2020-02-17,66.39,145.96,18.06,11.42,27.62,12.09,0.87,9.98,45.62,2.11,2.42,1.96,139.0,Moderate
Visakhapatnam,2018-11-08,198.38,196.15,25.58,41.63,42.95,10.07,0.73,19.32,43.18,5.24,11.26,4.25,387.0,Very Poor
Amritsar,2020-02-29,26.4,83.14,19.15,12.31,29.03,12.12,0.62,11.35,30.35,1.53,1.92,2.0,108.0,Moderate
Hyderabad,2019-11-03,37.22,84.04,5.0,22.49,15.44,11.06,0.59,5.34,23.74,0.61,3.9,0.3,84.0,Satisfactory
Amritsar,2020-03-08,25.44,77.68,17.05,11.41,26.88,12.1,0.82,11.62,30.24,1.46,1.76,2.0,70.0,Satisfactory
Delhi,2019-04-01,59.08,170.14,11.3,38.55,32.02,27.21,0.88,20.09,54.95,2.46,14.87,0.58,153.0,Moderate
Gurugram,2019-12-24,186.27,422.12,21.55,46.67,47.45,,2.04,22.91,29.28,2.01,6.0,,303.0,Very Poor
Amritsar,2020-03-23,30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2.0,78.0,Satisfactory
Amritsar,2020-03-25,15.6,61.47,18.43,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2.0,64.0,Satisfactory
Amritsar,2020-03-28,12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01,54.0,Satisfactory
Jaipur,2017-12-25,60.28,139.44,28.68,42.35,24.54,26.06,0.0,12.47,42.49,6.13,4.96,,154.0,Moderate
Jorapokhar,2019-03-01,48.98,86.86,9.64,9.49,,6.35,0.0,8.2,120.56,,,,209.0,Poor
Thiruvananthapuram,2017-07-10,15.94,31.78,1.92,7.1,5.31,,0.68,4.36,17.31,,,,47.0,Good
Delhi,2019-05-08,143.34,415.23,77.12,60.85,100.34,35.57,2.0,25.84,47.34,6.33,51.12,1.21,389.0,Very Poor
Thiruvananthapuram,2020-06-20,19.9,40.99,8.88,11.77,17.46,7.66,0.56,5.35,20.2,,,,43.0,Good
Lucknow,2019-01-01,272.75,,45.79,62.96,69.19,48.72,1.03,15.52,29.14,0.09,1.04,,413.0,Severe
Chennai,2016-05-16,58.8,,4.28,13.77,13.3,131.56,1.15,3.89,58.35,1.23,1.4,,136.0,Moderate
Amritsar,2020-05-15,21.61,43.74,22.88,15.94,32.43,12.76,0.91,9.9,43.77,1.3,1.1,8.72,52.0,Satisfactory
Amritsar,2020-05-16,35.91,69.27,20.01,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81,61.0,Satisfactory
Amritsar,2020-05-17,39.96,77.29,20.35,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81,75.0,Satisfactory
Lucknow,2015-01-27,,,6.68,20.12,3.61,,9.94,,31.3,2.68,4.86,,,
Patna,2019-10-01,31.0,,33.68,46.08,35.97,,1.24,54.38,,,,,87.0,Satisfactory
Jorapokhar,2020-04-08,57.34,113.38,26.91,11.01,,8.82,1.46,28.34,48.77,,,,133.0,Moderate
Thiruvananthapuram,2020-02-12,36.41,64.86,4.89,22.49,15.94,12.89,1.09,10.17,44.08,,,,72.0,Satisfactory
Jaipur,2018-07-29,50.68,122.45,8.99,15.94,24.94,7.11,0.42,9.76,18.87,0.34,1.11,,115.0,Moderate
Delhi,2015-05-10,101.21,283.47,20.83,57.51,65.08,31.32,10.6,16.92,67.97,3.3,10.36,,381.0,Very Poor
Jaipur,2020-03-31,21.58,46.95,3.27,18.7,18.65,24.67,0.67,13.55,44.5,0.99,23.68,,70.0,Satisfactory
Mumbai,2017-10-03,,,,,,,0.0,,,0.0,0.0,0.0,,
Patna,2018-04-02,63.73,,8.95,44.77,17.35,,0.9,47.74,80.7,0.16,2.91,0.65,161.0,Moderate
Delhi,2017-07-06,47.17,,18.19,18.32,4.13,24.82,0.0,,,0.1,0.0,,85.0,Satisfactory
Amritsar,2020-06-20,55.58,88.74,58.55,53.34,77.94,23.22,0.71,5.53,16.48,1.3,1.1,8.72,120.0,Moderate
Chennai,2017-02-11,84.05,,8.82,16.24,15.01,,0.0,4.06,29.51,0.14,0.02,,186.0,Moderate
Bengaluru,2015-01-11,,,3.97,29.84,17.49,29.74,2.59,8.2,16.07,44.91,27.67,,,
Bengaluru,2015-01-16,,,10.74,18.51,22.36,10.27,16.41,19.28,16.02,25.14,36.72,,,
Lucknow,2017-06-16,212.17,,9.11,29.65,,,1.32,3.48,19.38,2.97,4.98,,,
Bengaluru,2015-01-27,,,10.92,16.71,15.67,18.57,1.71,3.09,27.37,17.69,5.15,,,
Bengaluru,2015-01-28,,,6.31,14.85,11.58,16.15,4.87,6.53,17.05,21.78,9.43,,,
Hyderabad,2019-10-01,39.12,62.5,14.7,21.75,20.19,8.78,0.67,3.03,17.28,0.76,5.99,1.36,87.0,Satisfactory
Chennai,2020-05-13,15.57,,4.24,5.26,9.07,39.06,0.66,4.34,43.23,0.19,0.0,,69.0,Satisfactory
Bengaluru,2015-02-06,,,5.04,25.98,16.42,11.71,0.5,3.12,13.76,19.99,13.55,,,
Chennai,2016-08-29,38.11,,6.4,10.74,13.32,,3.65,5.04,17.52,1.05,3.17,,172.0,Moderate
Chennai,2015-06-28,77.2,,4.02,17.59,15.56,56.33,2.04,9.68,28.86,0.91,0.13,,157.0,Moderate
Lucknow,2016-11-06,411.23,,15.53,69.86,,,1.72,11.56,30.82,2.06,4.09,,450.0,Severe
Chennai,2018-06-08,36.28,,9.76,21.78,17.0,14.52,0.79,6.26,25.31,0.11,4.27,,71.0,Satisfactory
Bengaluru,2015-03-02,,,4.23,18.06,14.59,33.23,3.56,6.72,58.97,,4.06,,,
Shillong,2019-12-11,21.1,9.35,0.53,1.7,0.73,1.76,0.38,3.98,18.38,0.51,0.85,,,
Bengaluru,2015-03-12,,,5.47,25.29,17.47,23.55,1.9,1.67,37.65,,2.8,,,
Bengaluru,2015-03-13,,,8.1,20.97,17.24,13.57,13.01,7.84,43.46,,18.0,,,
Delhi,2019-02-14,153.73,237.08,27.78,53.15,54.06,45.64,1.42,14.53,32.61,4.69,29.52,3.87,350.0,Very Poor
Kolkata,2019-07-29,10.12,20.56,7.37,17.97,25.32,8.11,0.44,2.34,21.18,14.58,8.44,2.43,33.0,Good
Mumbai,2019-10-09,21.6,49.28,17.6,27.88,45.09,13.27,1.02,10.08,20.53,2.33,,,90.0,Satisfactory
Gurugram,2019-09-21,33.01,92.36,15.28,10.52,16.67,,1.69,10.22,19.62,2.0,5.99,,85.0,Satisfactory
Gurugram,2017-12-27,203.93,,5.65,25.1,0.0,,1.24,11.58,21.64,1.49,2.17,,354.0,Very Poor
Bengaluru,2015-04-07,37.25,,2.86,7.14,11.25,17.78,2.3,5.88,60.42,0.2,2.3,,76.0,Satisfactory
Talcher,2018-07-19,21.58,96.68,34.42,2.79,27.34,21.37,2.51,62.82,19.69,0.0,0.0,,122.0,Moderate
Lucknow,2017-04-17,87.25,,7.29,19.82,,,1.55,7.47,113.96,2.21,5.31,,198.0,Moderate
Delhi,2018-09-13,27.49,115.88,19.96,23.21,30.78,20.34,0.63,11.24,23.11,1.28,24.6,0.03,108.0,Moderate
Shillong,2020-01-14,35.92,48.29,0.87,2.74,1.21,2.79,0.47,7.73,25.08,0.56,0.58,,60.0,Satisfactory
Kolkata,2019-02-01,163.65,273.34,76.7,107.37,171.45,24.97,1.21,15.86,23.87,0.37,0.47,,331.0,Very Poor
Jaipur,2018-06-05,79.41,225.77,7.9,12.82,18.46,14.82,0.74,9.03,70.1,0.69,1.55,,210.0,Poor
Bengaluru,2015-05-07,41.53,,5.74,20.41,14.16,15.4,0.5,4.67,31.73,22.24,6.38,,70.0,Satisfactory
Bengaluru,2015-05-11,36.11,,6.97,29.38,17.29,15.84,0.3,11.84,14.0,4.94,1.55,,66.0,Satisfactory
Jorapokhar,2018-04-19,,142.58,7.54,7.37,,6.88,0.28,,29.66,,,,,
Hyderabad,2017-06-25,11.81,37.65,7.56,13.1,6.56,4.48,0.15,5.17,35.59,0.07,0.54,0.03,60.0,Satisfactory
Kolkata,2018-04-30,,,2.89,26.65,29.54,11.43,0.0,,,22.49,9.25,,,
Lucknow,2015-05-17,36.01,,2.65,12.87,5.06,,2.14,10.25,53.5,1.69,1.6,,127.0,Moderate
Visakhapatnam,2018-07-07,35.14,101.2,12.11,42.5,32.46,9.88,0.58,22.36,14.14,6.26,13.0,4.28,87.0,Satisfactory
Hyderabad,2019-06-26,18.07,38.92,2.21,13.79,8.97,16.82,0.29,4.29,25.99,0.41,3.19,0.45,60.0,Satisfactory
Thiruvananthapuram,2018-09-22,21.49,56.28,2.77,6.82,5.87,2.5,0.9,5.45,36.52,,,,67.0,Satisfactory
Bengaluru,2015-06-16,22.94,,2.88,10.09,5.6,9.22,3.74,1.58,13.24,1.66,1.72,,136.0,Moderate
Jaipur,2019-03-04,47.99,104.75,8.05,28.7,30.86,31.27,0.93,7.85,46.49,1.28,8.81,,107.0,Moderate
Bengaluru,2015-06-20,18.74,,3.9,14.48,9.69,7.31,2.89,1.95,8.62,4.36,1.31,,93.0,Satisfactory
Talcher,2018-10-21,58.19,0.26,131.63,6.61,88.74,24.31,2.44,10.61,14.24,,,,111.0,Moderate
Talcher,2019-03-22,42.6,179.81,26.27,7.01,33.28,7.65,0.93,28.88,7.87,0.0,,,148.0,Moderate
Hyderabad,2016-01-10,72.09,101.26,17.44,19.99,35.77,10.44,1.17,8.85,62.68,1.48,8.37,1.13,200.0,Moderate
Thiruvananthapuram,2018-01-18,72.59,102.56,1.84,14.03,8.88,9.28,1.56,5.14,71.98,,,,163.0,Moderate
Lucknow,2015-11-15,306.59,,11.42,19.84,8.33,,1.26,7.89,63.49,,,,478.0,Severe
Lucknow,2018-07-17,33.6,,10.65,26.16,22.24,24.28,1.0,6.6,30.64,0.24,1.59,,84.0,Satisfactory
Jorapokhar,2020-06-09,,170.46,23.7,10.58,,8.88,0.45,30.13,32.89,,,,148.0,Moderate
Gurugram,2019-03-08,66.24,174.95,20.85,18.99,27.46,,0.31,8.07,30.34,0.0,0.0,,154.0,Moderate
Patna,2018-04-01,73.88,,8.81,47.12,17.85,,0.85,45.56,93.64,0.28,3.0,0.66,143.0,Moderate
Visakhapatnam,2016-08-10,23.77,96.36,18.46,33.73,30.2,13.62,1.09,37.9,24.9,5.04,9.36,5.92,101.0,Moderate
Jaipur,2017-11-26,165.57,251.58,72.8,118.92,116.25,31.12,0.0,8.99,34.9,8.37,18.88,,305.0,Very Poor
Chennai,2018-05-30,44.17,,10.59,20.48,17.08,33.63,0.84,6.2,43.58,0.25,2.61,,82.0,Satisfactory
Talcher,2018-06-20,29.49,194.29,,,0.0,,2.19,46.54,,0.0,0.0,,166.0,Moderate
Lucknow,2019-03-20,110.71,,10.26,49.06,38.24,12.74,2.04,10.38,40.83,0.32,3.53,,254.0,Poor
Bengaluru,2015-09-11,18.09,,5.32,13.42,10.92,34.24,3.19,2.85,5.48,,1.07,,60.0,Satisfactory
Thiruvananthapuram,2019-01-26,52.82,81.14,0.93,8.6,5.33,5.76,0.81,5.02,64.39,,,,95.0,Satisfactory
Visakhapatnam,2018-08-17,25.69,69.31,12.56,42.03,32.56,35.17,0.53,8.05,9.7,4.41,11.32,3.77,87.0,Satisfactory
Jaipur,2018-01-11,88.44,192.72,44.32,102.56,74.17,33.45,0.0,19.33,43.99,4.64,10.51,,211.0,Poor
Bengaluru,2015-09-24,29.1,,3.31,22.47,15.65,34.28,2.39,2.37,16.37,,2.26,,89.0,Satisfactory
Bengaluru,2015-09-25,17.48,,3.62,21.03,13.71,30.44,3.05,2.47,49.22,,2.27,,139.0,Moderate
Bengaluru,2015-09-29,31.36,,5.95,33.02,21.34,41.39,2.09,1.72,20.18,,2.23,,100.0,Satisfactory
Talcher,2018-08-14,17.98,,28.97,3.61,25.84,21.87,2.68,5.44,21.32,0.0,0.0,,111.0,Moderate
Bengaluru,2015-10-18,31.18,,6.97,37.25,21.57,35.87,3.03,2.36,8.33,,7.89,,140.0,Moderate
Lucknow,2018-06-06,59.98,,2.42,20.37,21.02,33.97,0.66,8.73,13.16,0.0,0.0,,175.0,Moderate
Jaipur,2017-08-05,68.29,190.23,7.4,24.79,,16.99,0.61,11.2,15.58,0.0,0.07,,157.0,Moderate
Jaipur,2020-04-14,42.11,116.07,3.7,17.77,18.21,24.03,0.66,12.46,48.44,0.95,10.71,,113.0,Moderate
Coimbatore,2019-11-05,48.43,62.59,10.02,31.98,41.99,2.93,0.73,11.04,44.09,0.0,0.0,,93.0,Satisfactory
Bengaluru,2015-11-06,37.22,,3.66,13.89,9.7,32.2,1.21,2.01,8.07,3.02,14.41,,67.0,Satisfactory
Jaipur,2019-07-03,44.32,90.87,6.84,20.77,24.02,17.77,0.8,9.48,62.56,0.96,3.74,,107.0,Moderate
Visakhapatnam,2017-10-05,7.0,26.0,1.88,,0.03,0.19,0.04,2.85,8.32,0.12,0.46,0.11,,
Delhi,2016-01-04,339.8,586.2,124.31,133.95,164.05,73.73,2.97,27.9,91.2,7.12,19.01,,496.0,Severe
Hyderabad,2019-10-06,42.99,65.7,5.95,26.42,16.14,13.03,0.62,5.33,20.61,0.72,7.8,1.32,82.0,Satisfactory
Bengaluru,2015-11-25,34.39,36.29,8.38,28.8,32.28,32.75,2.48,3.76,14.63,1.32,3.17,,141.0,Moderate
Hyderabad,2017-03-19,63.1,216.97,17.42,54.07,17.35,40.79,0.19,24.11,29.02,0.22,3.34,1.32,167.0,Moderate
Bengaluru,2015-12-09,48.01,78.58,16.65,39.78,31.61,46.15,1.84,4.86,6.32,1.16,1.49,,94.0,Satisfactory
Visakhapatnam,2017-09-21,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Lucknow,2017-09-10,72.6,,17.81,48.73,,,1.2,4.38,30.02,1.61,3.13,,116.0,Moderate
Chennai,2016-10-18,78.52,,6.67,28.42,15.1,,0.13,4.36,69.64,0.67,0.86,,167.0,Moderate
Bengaluru,2015-12-19,42.57,78.99,20.49,49.4,39.15,21.95,2.08,5.34,17.37,1.43,1.29,,105.0,Moderate
Guwahati,2020-05-30,21.8,41.14,1.61,11.33,6.72,2.23,0.42,15.14,39.32,0.0,,,51.0,Satisfactory
Lucknow,2018-11-27,255.17,,102.18,83.37,124.82,60.66,2.58,10.39,19.57,2.05,2.06,,400.0,Very Poor
Bengaluru,2015-12-24,61.58,81.49,20.86,56.16,42.26,44.44,1.29,5.38,36.04,1.41,1.22,,114.0,Moderate
Bengaluru,2016-01-18,73.89,133.08,95.19,77.38,110.35,16.09,0.97,18.94,20.92,1.05,0.51,,219.0,Poor
Chennai,2015-12-09,40.81,,5.66,6.05,9.97,180.77,1.54,3.34,34.14,,,,121.0,Moderate
Jorapokhar,2019-02-16,24.75,38.27,9.14,9.7,,6.28,0.0,,17.35,,,,93.0,Satisfactory
Mumbai,2015-03-21,,,,,146.9,,0.0,,,0.0,0.0,0.0,,
Mumbai,2016-01-05,,,,,47.24,,0.0,,,0.0,0.0,0.0,,
Delhi,2019-01-28,126.48,212.42,22.97,49.13,46.7,34.49,1.06,15.76,33.6,3.19,20.16,0.17,301.0,Very Poor
Jaipur,2019-10-04,35.31,73.74,6.87,28.17,28.26,29.62,0.71,11.8,45.97,1.24,5.94,,95.0,Satisfactory
Bengaluru,2016-02-16,42.58,108.68,9.51,23.5,19.24,27.19,1.51,3.45,31.32,0.68,0.37,,88.0,Satisfactory
Hyderabad,2018-12-27,68.06,134.16,7.16,38.87,25.8,13.96,0.63,10.27,28.38,2.61,19.67,9.82,126.0,Moderate
Lucknow,2018-02-15,148.44,,7.98,25.39,22.13,56.2,0.62,13.72,28.0,0.28,0.14,,301.0,Very Poor
Bengaluru,2016-02-21,57.32,107.54,10.18,34.98,25.44,29.87,1.45,2.88,49.63,1.16,0.5,,115.0,Moderate
Bengaluru,2016-03-01,39.21,154.64,42.33,42.55,51.48,13.53,0.84,3.5,37.68,0.81,0.28,,118.0,Moderate
Bengaluru,2016-03-02,42.17,134.78,19.36,33.44,29.43,22.47,0.56,2.24,31.99,0.87,0.32,,132.0,Moderate
Patna,2020-05-25,49.58,129.38,42.88,14.4,30.01,6.17,0.68,4.09,28.41,2.88,7.12,1.79,119.0,Moderate
Ernakulam,2020-06-16,6.49,15.57,1.49,0.1,0.92,4.82,1.97,2.63,,0.19,0.86,0.08,100.0,Satisfactory
Mumbai,2019-07-03,13.44,31.61,37.74,17.27,54.8,12.88,0.62,13.27,12.88,4.07,,,67.0,Satisfactory
Bengaluru,2016-03-12,59.53,163.88,7.19,26.64,19.89,26.04,0.86,3.0,58.17,2.83,1.59,,144.0,Moderate
Hyderabad,2015-10-23,73.34,107.94,2.65,1.33,3.4,11.18,0.41,4.64,34.78,1.21,7.08,2.1,191.0,Moderate
Bengaluru,2016-03-22,66.36,190.04,9.51,62.46,37.08,32.7,0.98,3.93,43.14,1.74,2.25,,155.0,Moderate
Chennai,2015-07-27,57.59,,6.64,18.92,17.87,44.13,2.16,12.57,24.5,,0.09,,123.0,Moderate
Bengaluru,2016-03-25,32.59,183.03,4.59,28.33,14.13,22.9,0.9,3.22,55.02,1.85,1.27,,137.0,Moderate
Gurugram,2018-01-20,100.78,,15.76,30.89,36.93,,1.45,6.84,31.66,,,,285.0,Poor
Shillong,2020-04-15,,,,,0.0,,0.0,,,0.0,0.0,,,
Shillong,2020-03-07,26.77,35.27,0.87,2.74,1.17,2.82,0.22,3.57,44.61,421.26,421.04,,65.0,Satisfactory
Chennai,2018-09-12,44.5,,10.67,16.44,27.1,27.07,0.74,4.94,36.56,0.05,0.14,,70.0,Satisfactory
Patna,2018-09-01,51.74,,25.88,66.97,39.83,,1.06,23.2,51.99,3.17,34.28,17.41,97.0,Satisfactory
Patna,2018-07-04,44.58,,10.65,64.3,23.11,,0.73,34.38,59.27,1.91,30.3,8.47,83.0,Satisfactory
Lucknow,2017-06-08,74.54,,5.27,17.12,6.24,,1.2,5.22,15.85,3.03,4.61,,106.0,Moderate
Hyderabad,2019-10-12,34.91,61.3,5.38,27.6,16.34,9.07,0.56,3.6,24.66,0.65,5.53,1.31,67.0,Satisfactory
Bengaluru,2016-05-08,26.43,42.02,69.97,75.84,64.74,16.68,0.6,2.89,52.09,1.77,4.01,,107.0,Moderate
Jorapokhar,2018-11-15,,454.92,6.84,6.78,,6.59,0.0,,18.39,,,,501.0,Severe
Visakhapatnam,2019-06-25,22.96,61.28,7.14,26.62,19.97,5.84,0.64,7.11,11.66,3.77,7.76,1.73,60.0,Satisfactory
Jaipur,2017-10-17,87.06,199.42,24.83,49.67,72.9,31.18,0.68,8.08,51.28,4.9,9.08,,249.0,Poor
Mumbai,2020-04-19,19.99,63.75,12.36,9.07,21.07,7.11,0.65,6.79,21.48,6.9,,,74.0,Satisfactory
Lucknow,2019-03-17,83.08,,4.23,29.17,22.65,7.23,1.14,11.81,43.96,0.39,3.45,,149.0,Moderate
Bengaluru,2016-06-04,,28.67,2.41,10.81,6.86,,0.41,2.15,,,,,30.0,Good
Bengaluru,2016-06-06,,21.86,2.14,8.56,5.56,,0.33,1.82,,,,,26.0,Good
Bengaluru,2016-06-20,27.61,72.63,9.28,21.69,16.62,37.12,2.12,4.5,10.92,1.16,1.58,,137.0,Moderate
Lucknow,2019-08-23,32.59,,6.27,19.81,15.58,7.21,1.13,4.61,28.83,2.41,5.82,,72.0,Satisfactory
Chennai,2016-08-13,30.94,,5.01,11.38,13.65,,2.37,4.31,22.72,1.28,4.3,,169.0,Moderate
Thiruvananthapuram,2019-08-05,14.64,48.38,1.11,2.87,1.59,1.37,0.67,1.07,21.47,,,,55.0,Satisfactory
Jaipur,2018-01-28,67.97,125.41,25.14,32.42,50.91,40.31,1.23,17.77,64.12,2.19,2.41,,167.0,Moderate
Jorapokhar,2019-08-30,11.0,26.22,8.78,9.44,,6.25,1.72,3.3,5.96,,,,100.0,Satisfactory
Visakhapatnam,2017-03-12,45.77,82.12,12.66,15.24,16.52,7.59,0.45,13.53,16.28,2.74,7.6,2.4,67.0,Satisfactory
Kolkata,2019-10-02,53.48,90.6,10.78,26.72,37.62,12.05,0.7,7.47,33.08,25.44,20.5,2.53,86.0,Satisfactory
Gurugram,2017-07-08,137.34,,5.93,10.09,,,0.51,3.59,22.11,0.03,3.03,,372.0,Very Poor
Chennai,2018-10-29,75.15,,8.86,19.05,27.9,93.1,0.84,5.44,52.32,0.07,1.88,,158.0,Moderate
Bengaluru,2016-07-21,26.7,21.82,30.59,56.7,44.21,11.35,0.48,2.77,,,,,,
Jorapokhar,2018-12-26,,493.48,7.73,7.69,,6.74,,94.0,80.46,,,,,
Bengaluru,2016-07-29,22.19,46.72,11.37,16.14,15.42,10.82,0.53,1.06,,,,,55.0,Satisfactory
Chennai,2015-12-23,50.32,,9.63,17.56,27.48,201.85,0.79,1.95,59.97,,,,104.0,Moderate
Gurugram,2015-12-26,,,12.02,14.5,14.42,,1.59,5.04,13.92,,,,,
Coimbatore,2019-10-27,17.27,19.03,9.82,14.64,24.46,6.46,1.75,10.14,18.75,0.0,0.0,,88.0,Satisfactory
Mumbai,2015-09-15,,,,,26.27,,0.0,,,0.0,0.0,0.0,,
Jaipur,2020-04-01,27.53,67.35,2.77,10.56,11.03,16.13,0.51,12.78,45.57,0.66,23.03,,79.0,Satisfactory
Ernakulam,2020-02-23,37.76,59.35,58.97,1.79,60.76,10.66,1.22,3.52,,0.62,1.08,0.02,76.0,Satisfactory
Kochi,2020-05-30,14.26,45.16,81.76,22.37,85.83,14.0,1.74,12.05,1.24,,0.0,,109.0,Moderate
Visakhapatnam,2019-03-02,15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,1.26,1.92,0.59,48.0,Good
Visakhapatnam,2019-07-05,33.67,85.62,13.64,41.48,33.15,6.54,0.61,14.04,6.21,5.4,11.03,3.88,110.0,Moderate
Bengaluru,2016-09-04,37.35,59.38,3.16,20.08,1.91,40.42,0.38,2.33,22.29,,,,71.0,Satisfactory
Mumbai,2015-11-08,,,,,136.41,,0.0,,,0.0,0.0,0.0,,
Visakhapatnam,2019-06-01,45.29,106.33,7.38,29.3,21.59,8.43,0.76,6.79,30.85,4.59,8.09,2.53,103.0,Moderate
Bengaluru,2016-09-12,,62.86,5.69,16.07,0.0,,0.36,5.42,31.99,0.99,0.36,,60.0,Satisfactory
Bengaluru,2016-09-20,32.98,44.55,4.23,26.31,12.71,30.77,0.2,4.3,16.09,0.81,0.35,,47.0,Good
Delhi,2015-11-13,291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,4.46,10.11,0.0,454.0,Severe
