도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Chennai,2016-09-23,18.98,,8.64,24.09,18.04,,0.03,1.82,16.67,0.79,2.47,,118.0,Moderate
Kolkata,2019-11-26,117.32,229.43,98.2,65.19,145.73,29.69,1.93,7.12,35.96,38.16,44.74,6.56,279.0,Poor
Ahmedabad,2015-08-14,65.68,,7.57,19.94,27.51,,7.57,8.21,30.21,3.62,5.79,1.0,177.0,Moderate
Mumbai,2017-08-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Ahmedabad,2015-08-16,39.17,,7.35,20.24,27.58,,7.35,9.17,26.64,0.79,0.76,0.14,174.0,Moderate
Ahmedabad,2015-08-17,34.0,,7.41,20.1,27.51,,7.41,9.64,17.17,1.21,1.8,0.15,179.0,Moderate
Jorapokhar,2018-10-17,,286.64,6.79,7.28,,6.55,0.0,,35.78,,,,244.0,Poor
Gurugram,2016-02-02,36.12,,20.52,15.4,15.13,,0.5,16.15,25.7,,,,,
Patna,2020-06-09,38.48,99.52,78.44,23.81,50.18,6.39,0.82,2.86,29.75,3.11,4.24,0.56,106.0,Moderate
Patna,2016-01-13,355.4,,118.54,25.68,142.41,,6.21,35.97,17.07,0.58,1.79,1.59,456.0,Severe
Ahmedabad,2015-08-22,61.79,,17.24,14.82,32.06,,17.24,12.39,8.06,0.91,1.81,0.2,303.0,Very Poor
Visakhapatnam,2019-06-30,20.4,77.9,8.26,39.65,27.81,8.58,0.63,14.86,11.36,5.79,21.77,2.66,80.0,Satisfactory
Talcher,2020-03-12,17.16,28.61,13.06,6.67,15.39,3.35,1.3,66.04,16.04,0.0,,,90.0,Satisfactory
Shillong,2019-09-16,9.93,18.77,1.19,3.56,1.5,3.64,0.2,5.2,44.41,0.14,0.49,,60.0,Satisfactory
Hyderabad,2017-04-16,56.31,172.7,8.75,28.75,8.96,16.17,0.15,14.29,41.88,0.17,1.12,0.29,148.0,Moderate
Ahmedabad,2015-08-29,39.86,,16.98,14.83,31.81,,16.98,10.02,96.83,0.0,0.01,0.02,301.0,Very Poor
Guwahati,2020-03-19,106.89,227.07,41.98,40.3,50.95,16.17,0.89,13.76,21.2,0.53,,,257.0,Poor
Delhi,2017-01-25,241.78,370.37,128.62,88.02,51.5,69.27,1.08,23.95,40.58,7.0,21.75,,450.0,Severe
Coimbatore,2020-03-06,32.42,54.31,0.59,41.26,41.84,,0.58,8.32,47.66,0.0,0.0,,,
Kolkata,2019-03-29,53.72,103.52,5.72,41.28,47.0,24.11,0.47,6.59,23.47,3.73,10.01,,116.0,Moderate
Mumbai,2020-04-30,20.8,53.42,15.49,6.96,21.92,5.42,0.33,15.2,17.54,4.34,,,68.0,Satisfactory
Ahmedabad,2015-09-04,67.86,,16.97,14.87,31.84,,16.97,8.87,16.53,0.0,0.0,0.0,302.0,Very Poor
Gurugram,2020-02-09,105.04,199.79,14.33,27.22,27.19,,1.71,8.6,50.82,2.0,6.01,,254.0,Poor
Ahmedabad,2015-09-06,33.33,,16.95,14.89,31.84,,16.95,6.88,33.58,0.0,0.0,0.0,302.0,Very Poor
Ahmedabad,2015-09-07,29.52,,16.94,14.88,31.82,,16.94,8.56,40.65,0.0,0.0,0.02,301.0,Very Poor
Kolkata,2019-11-07,88.07,180.18,24.96,56.32,81.19,19.12,0.95,11.24,41.41,25.94,37.94,3.85,236.0,Poor
Ahmedabad,2015-09-09,57.51,,16.31,50.9,67.22,,16.31,8.73,15.39,0.0,10.52,4.88,,
Ahmedabad,2015-09-10,50.24,,9.46,12.31,21.77,,9.46,11.63,13.61,0.0,3.42,0.29,226.0,Poor
Ahmedabad,2015-09-11,61.77,,8.68,15.43,24.1,,8.68,8.1,18.69,0.0,4.83,0.38,276.0,Poor
Guwahati,2019-08-22,33.4,68.83,9.18,14.94,31.07,6.64,0.56,12.03,16.11,47.87,,,68.0,Satisfactory
Mumbai,2018-09-22,31.22,59.71,16.24,21.98,38.19,,1.35,17.08,49.13,0.55,,,80.0,Satisfactory
Jorapokhar,2018-11-16,,,,,,,,,,,,,414.0,Severe
Mumbai,2018-06-19,15.87,43.53,30.34,27.43,57.08,,1.4,20.43,35.72,0.75,,,88.0,Satisfactory
Thiruvananthapuram,2017-12-24,33.34,49.75,2.31,4.35,4.2,5.38,1.0,5.42,39.37,,,,66.0,Satisfactory
Ahmedabad,2015-09-18,36.33,,7.68,12.88,20.56,,7.68,8.28,43.35,0.0,4.29,0.36,195.0,Moderate
Visakhapatnam,2017-04-16,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Patna,2016-01-03,406.49,,96.86,36.59,133.45,,3.8,2.73,14.47,0.71,2.15,1.79,522.0,Severe
Jaipur,2019-09-11,47.43,100.18,8.87,32.6,33.37,37.1,0.8,11.11,30.86,0.68,3.57,,103.0,Moderate
Thiruvananthapuram,2019-12-28,32.54,62.85,16.91,29.29,28.18,14.12,1.63,8.58,37.06,,,,89.0,Satisfactory
Jorapokhar,2018-12-22,,519.85,6.7,7.7,,6.7,,31.15,6.79,,,,345.0,Very Poor
Delhi,2018-06-20,67.55,201.22,13.82,33.71,37.25,36.03,0.77,10.05,60.2,4.51,10.83,0.0,175.0,Moderate
Delhi,2015-07-11,29.08,41.31,31.49,51.39,254.8,42.6,7.23,8.61,54.03,2.04,8.46,,253.0,Poor
Delhi,2018-10-31,225.17,405.94,99.9,68.02,122.87,55.85,2.91,18.11,47.05,9.95,92.3,3.41,422.0,Severe
Kochi,2020-04-04,24.83,39.45,63.69,0.89,51.22,2.4,0.84,16.48,1.29,,0.0,,65.0,Satisfactory
Visakhapatnam,2020-06-03,17.94,102.58,5.6,30.32,20.59,9.49,0.58,6.48,23.82,2.65,7.59,1.23,88.0,Satisfactory
Mumbai,2015-04-06,,,,,74.24,,0.0,,,0.0,0.0,0.0,,
Jaipur,2020-03-22,32.69,67.6,2.81,17.33,15.99,22.51,0.53,11.8,88.19,1.7,24.92,,100.0,Satisfactory
Thiruvananthapuram,2020-01-13,45.18,72.0,9.89,26.77,22.24,13.4,0.97,9.13,51.15,,,,87.0,Satisfactory
Lucknow,2019-06-02,96.37,,7.25,21.19,16.83,27.99,1.12,4.68,51.18,0.86,2.89,,176.0,Moderate
Patna,2015-07-01,,,11.88,14.58,25.8,,1.07,1.15,12.31,0.23,1.58,0.57,,
Patna,2018-11-09,186.59,,8.23,12.18,8.15,,1.33,37.44,72.55,2.92,26.21,9.0,372.0,Very Poor
Kolkata,2018-12-19,74.22,121.56,53.09,64.36,103.22,35.2,0.61,12.18,24.23,4.97,12.43,,133.0,Moderate
Visakhapatnam,2019-05-04,52.61,180.09,4.74,32.12,20.93,31.66,0.86,2.49,36.58,2.56,4.47,0.95,175.0,Moderate
Hyderabad,2018-07-30,26.02,84.97,5.11,25.61,17.39,25.84,0.32,6.79,17.7,0.73,3.83,0.53,87.0,Satisfactory
Ahmedabad,2015-10-09,150.27,,15.9,34.86,50.77,,15.9,26.35,31.96,9.13,37.83,5.06,653.0,Severe
Visakhapatnam,2018-12-11,74.06,141.28,4.14,35.65,22.34,11.33,0.83,6.01,162.33,4.69,9.1,3.38,233.0,Poor
Gurugram,2016-06-06,102.8,,3.95,6.98,4.94,,0.41,3.1,55.49,,,,,
Mumbai,2017-01-16,,,,,,,0.0,,,0.0,0.0,0.0,,
Lucknow,2019-03-27,84.31,,7.68,32.99,22.67,1.95,1.28,9.23,36.16,1.12,3.45,,172.0,Moderate
Mumbai,2017-07-31,,,,,,,0.0,,,0.0,0.0,0.0,,
Patna,2018-10-09,124.3,,16.12,29.34,17.39,,2.13,27.01,93.41,3.93,36.52,14.79,299.0,Poor
Patna,2015-06-19,,,24.47,17.43,42.03,,1.34,5.53,8.02,,,,,
Gurugram,2018-05-14,64.77,193.84,11.32,23.42,23.37,,0.28,,31.38,0.54,,,148.0,Moderate
Delhi,2018-02-02,140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,0.79,318.0,Very Poor
Jaipur,2017-07-17,33.83,76.56,13.4,21.08,,5.31,0.77,9.18,1.47,0.0,0.64,,83.0,Satisfactory
Jaipur,2020-06-25,64.47,202.53,6.49,16.88,20.25,24.4,0.67,8.76,45.26,0.59,1.58,,76.0,Satisfactory
Ahmedabad,2015-10-21,92.71,,12.92,30.65,43.57,,12.92,42.08,72.86,13.33,17.97,5.17,,
Lucknow,2018-10-01,88.36,,6.62,30.43,20.9,37.05,0.97,5.46,38.74,0.25,0.28,,200.0,Moderate
Ahmedabad,2015-10-23,78.14,,10.58,28.93,39.51,,10.58,44.91,35.56,4.72,8.87,2.28,297.0,Poor
Chennai,2015-10-05,46.7,,17.25,13.7,20.87,29.51,0.65,13.31,32.14,0.04,0.49,,89.0,Satisfactory
Patna,2020-01-29,132.55,208.53,62.27,37.57,96.2,35.33,1.18,10.48,19.53,1.22,10.04,2.18,279.0,Poor
Visakhapatnam,2020-03-13,21.5,51.15,2.17,19.43,11.85,11.74,0.45,8.83,12.81,2.14,8.35,0.75,57.0,Satisfactory
Talcher,2019-07-27,11.48,41.59,23.92,7.89,31.65,7.42,1.51,35.31,0.87,0.0,,,80.0,Satisfactory
Lucknow,2019-10-12,70.45,,17.6,33.32,31.77,39.75,1.16,4.46,32.11,3.0,14.36,,162.0,Moderate
Lucknow,2017-05-29,60.92,,6.13,14.29,6.24,,1.43,3.55,33.64,2.1,2.34,,100.0,Satisfactory
Talcher,2019-04-18,34.74,140.61,20.54,9.91,29.19,7.22,1.25,35.43,8.75,0.0,,,144.0,Moderate
Mumbai,2018-09-06,25.5,60.73,10.1,26.53,35.96,,0.98,13.51,43.64,0.28,,,60.0,Satisfactory
Patna,2019-04-27,63.02,,9.27,32.89,14.14,,0.88,42.1,78.79,1.63,15.71,6.0,153.0,Moderate
Visakhapatnam,2017-04-29,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Delhi,2017-01-22,286.6,360.04,78.33,63.71,38.59,24.1,0.09,18.75,19.1,1.24,2.6,,446.0,Severe
Patna,2018-06-28,34.85,,16.81,78.12,30.42,,0.76,39.0,54.57,2.57,33.8,12.75,85.0,Satisfactory
Lucknow,2016-08-17,16.79,,13.29,21.77,,,1.96,4.01,35.27,0.45,0.73,,125.0,Moderate
Jaipur,2018-07-30,44.09,107.31,7.8,17.26,25.07,9.96,0.45,10.03,19.16,0.41,1.35,,107.0,Moderate
Mumbai,2017-03-04,,,,,,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-09-22,,,,,27.42,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2019-02-16,48.34,103.18,8.06,46.78,30.37,18.61,0.64,8.0,28.7,2.12,19.35,6.88,91.0,Satisfactory
Mumbai,2018-06-15,19.64,,,,42.76,,1.1,22.22,33.69,0.24,,,77.0,Satisfactory
Hyderabad,2020-05-02,24.62,51.4,8.06,25.22,18.8,11.77,0.54,5.59,30.87,0.8,2.39,0.02,54.0,Satisfactory
Hyderabad,2015-08-06,24.75,,6.81,10.77,17.39,,0.68,6.62,10.13,0.7,2.99,0.01,91.0,Satisfactory
Coimbatore,2020-03-20,44.99,60.23,0.86,61.93,62.8,,0.8,6.98,36.49,0.0,0.0,,81.0,Satisfactory
Lucknow,2015-07-10,21.6,,2.5,8.15,4.44,,2.42,12.16,24.9,0.12,0.24,,80.0,Satisfactory
Patna,2019-07-15,37.65,,10.85,63.5,23.04,,1.48,40.31,26.21,0.92,5.49,3.75,91.0,Satisfactory
Chennai,2015-07-12,61.7,,6.01,20.32,15.16,52.0,8.59,6.71,33.56,0.99,6.67,,230.0,Poor
Patna,2017-04-09,105.5,,1.67,3.2,4.87,,0.89,4.14,3.31,0.1,0.66,0.17,219.0,Poor
Kochi,2020-03-03,38.21,97.42,98.1,0.61,74.98,2.69,1.42,17.33,1.58,,0.0,,98.0,Satisfactory
Jaipur,2018-03-24,48.33,99.02,8.93,38.26,43.21,17.58,0.73,8.77,53.65,0.47,1.33,,117.0,Moderate
Talcher,2020-01-14,173.53,356.94,178.12,25.1,69.59,15.64,2.12,5.97,8.62,0.46,,,348.0,Very Poor
Guwahati,2019-12-15,121.98,172.89,67.71,13.37,125.5,18.43,1.25,12.74,18.27,2.12,,,303.0,Very Poor
Thiruvananthapuram,2019-02-14,45.27,82.9,0.87,9.2,5.41,5.67,0.84,5.15,61.49,,,,91.0,Satisfactory
Delhi,2019-11-17,96.34,165.5,14.48,33.78,32.29,29.55,0.92,10.78,27.01,2.4,16.76,0.22,273.0,Poor
Hyderabad,2016-05-07,89.48,94.11,18.33,59.85,47.12,59.64,1.08,2.75,34.35,0.5,0.55,0.12,90.0,Satisfactory
Visakhapatnam,2016-09-03,26.75,57.16,18.67,32.96,29.98,7.5,0.79,27.0,19.97,6.09,14.76,6.54,68.0,Satisfactory
Jorapokhar,2020-05-05,27.08,139.89,23.86,10.12,,9.41,1.45,25.22,87.88,,,,172.0,Moderate
Hyderabad,2019-05-29,52.22,148.7,3.2,41.52,24.53,18.68,0.79,7.43,47.71,2.68,20.27,4.26,124.0,Moderate
Hyderabad,2018-06-03,34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,0.62,4.88,0.5,83.0,Satisfactory
Kochi,2020-04-22,11.74,22.91,50.19,11.56,52.1,8.68,0.99,15.47,1.31,,0.0,,78.0,Satisfactory
Thiruvananthapuram,2017-11-12,42.35,59.01,1.97,10.23,7.04,6.27,1.25,3.97,7.66,,,,72.0,Satisfactory
Jaipur,2018-11-24,74.86,159.27,26.61,43.16,58.75,20.48,1.49,13.3,49.72,1.83,6.27,,157.0,Moderate
Jaipur,2017-06-26,61.34,100.61,,0.07,,1.19,1.01,8.55,13.56,,,,90.0,Satisfactory
Visakhapatnam,2017-02-20,78.02,138.38,12.65,39.22,31.1,11.86,1.27,21.8,29.06,4.26,6.15,1.21,184.0,Moderate
Jaipur,2019-08-09,21.1,47.3,7.05,12.95,15.77,19.84,0.59,10.4,31.19,0.33,2.85,,54.0,Satisfactory
Coimbatore,2019-10-08,14.83,17.47,6.42,3.07,9.19,4.47,1.54,9.42,46.68,0.01,0.06,,81.0,Satisfactory
Hyderabad,2017-02-17,82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,0.25,2.46,0.85,193.0,Moderate
Gurugram,2017-11-07,236.77,,16.28,23.36,26.17,,2.05,7.86,29.88,1.1,5.63,,360.0,Very Poor
Delhi,2017-02-19,109.38,364.83,105.3,68.84,64.27,75.4,0.78,18.33,29.1,3.12,6.7,,274.0,Poor
Hyderabad,2020-03-10,25.67,60.08,9.91,21.21,17.74,11.85,0.44,4.35,21.56,1.78,7.31,0.61,65.0,Satisfactory
Visakhapatnam,2016-08-28,9.53,32.93,6.68,12.87,11.25,10.66,0.43,11.18,43.5,2.29,5.1,2.25,63.0,Satisfactory
Jorapokhar,2019-10-08,41.38,62.51,8.64,9.0,,6.27,,4.73,64.11,,,,92.0,Satisfactory
Lucknow,2018-11-07,218.8,,25.03,55.44,49.28,35.55,1.69,13.34,51.55,0.52,1.52,,332.0,Very Poor
Chennai,2020-02-19,42.95,94.21,12.45,14.71,26.62,91.73,0.77,15.05,24.71,2.38,0.12,,84.0,Satisfactory
Delhi,2018-06-28,30.07,71.42,8.68,29.01,23.9,44.84,0.76,8.48,33.17,1.65,18.35,0.44,99.0,Satisfactory
Delhi,2019-02-11,173.61,304.98,72.35,58.56,95.55,39.17,1.78,17.52,37.03,5.97,41.78,6.94,332.0,Very Poor
Patna,2016-05-02,113.64,,6.02,3.13,9.14,,1.39,7.37,18.68,0.22,0.84,0.57,305.0,Very Poor
Patna,2019-03-14,79.54,,5.62,8.74,5.67,,1.22,39.4,95.14,1.6,18.42,5.35,195.0,Moderate
Chennai,2019-10-06,19.32,91.05,5.4,13.42,14.99,11.59,0.77,5.38,55.94,0.0,0.1,,145.0,Moderate
Lucknow,2018-05-29,92.65,,6.01,33.23,22.9,34.27,0.35,7.03,135.66,0.0,0.0,,246.0,Poor
Lucknow,2018-03-22,112.45,,15.33,36.65,34.95,30.32,0.4,10.09,32.86,0.91,0.59,,273.0,Poor
Shillong,2020-02-05,54.66,73.95,1.0,3.29,1.51,3.33,0.53,10.3,55.25,0.49,0.12,,90.0,Satisfactory
Jaipur,2018-12-20,86.29,188.66,96.56,52.17,130.73,21.22,1.95,11.88,28.96,3.07,9.77,,205.0,Poor
Visakhapatnam,2019-08-05,21.59,57.12,17.1,41.77,36.12,8.01,0.86,10.46,6.44,6.27,14.99,6.18,88.0,Satisfactory
Lucknow,2016-01-22,255.63,,2.5,12.22,4.22,,7.43,6.49,46.69,,,,372.0,Very Poor
Jorapokhar,2018-07-30,,179.33,6.67,7.17,,6.69,0.4,30.85,10.89,,,,,
Guwahati,2020-06-02,23.06,40.33,2.21,6.54,4.83,3.67,0.5,15.21,26.84,0.0,,,50.0,Good
Patna,2016-08-01,41.62,,16.36,14.88,29.4,,0.96,2.28,7.94,0.15,0.68,0.41,84.0,Satisfactory
Shillong,2019-12-13,5.61,4.68,0.72,2.28,0.99,2.31,0.16,5.31,28.87,0.25,0.14,,,
Delhi,2019-09-05,33.9,90.44,9.99,29.09,25.41,33.31,0.97,9.25,28.87,1.75,20.2,0.94,118.0,Moderate
Hyderabad,2017-10-27,64.05,146.09,16.51,24.22,2.33,11.84,0.08,13.15,18.11,0.12,1.05,0.21,,
Mumbai,2019-04-26,17.19,74.24,28.67,18.72,47.4,,1.79,20.85,27.22,0.23,,,93.0,Satisfactory
Kolkata,2019-09-14,18.34,50.45,4.77,18.52,23.26,10.47,0.39,4.57,33.92,4.74,14.66,1.08,59.0,Satisfactory
Chennai,2017-05-29,57.25,,4.3,16.49,8.68,,0.15,7.5,29.6,0.03,0.03,,90.0,Satisfactory
Gurugram,2016-11-03,522.1,,7.75,10.15,17.76,,1.82,8.89,20.25,2.41,24.04,,708.0,Severe
Coimbatore,2019-09-06,16.71,26.91,7.72,5.04,12.64,3.73,1.73,8.26,15.78,0.02,0.2,,96.0,Satisfactory
Lucknow,2020-06-21,29.43,,7.07,7.92,9.59,11.8,1.06,5.08,49.52,15.74,3.9,,71.0,Satisfactory
Visakhapatnam,2017-11-26,70.0,124.86,1.39,31.12,17.64,10.32,0.98,8.23,121.71,3.74,5.86,1.1,175.0,Moderate
Jorapokhar,2018-03-18,,129.45,8.18,9.11,,6.8,0.34,111.18,30.39,,,,114.0,Moderate
Patna,2018-11-14,261.24,,9.03,2.9,6.19,,2.32,31.41,77.28,3.73,30.62,9.74,411.0,Severe
Jorapokhar,2018-12-14,,499.41,7.23,7.72,,6.68,,100.62,15.21,,,,560.0,Severe
Jorapokhar,2018-04-30,,407.0,9.24,4.73,,7.37,0.34,,21.46,,,,,
Lucknow,2016-07-23,21.57,,3.56,18.83,4.22,,5.08,6.46,24.75,0.15,0.04,,68.0,Satisfactory
Lucknow,2019-09-04,33.81,,7.65,20.93,16.04,29.66,0.93,5.87,24.92,1.34,6.56,,73.0,Satisfactory
Visakhapatnam,2017-05-02,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2019-04-12,36.35,98.89,3.8,32.58,20.25,12.85,0.54,9.78,42.54,1.48,12.47,0.6,82.0,Satisfactory
Hyderabad,2018-12-30,71.7,142.41,7.93,45.42,29.77,14.25,0.67,17.59,44.23,3.83,29.95,1.78,139.0,Moderate
Visakhapatnam,2016-09-29,60.73,92.72,24.07,44.06,39.43,12.31,1.28,18.29,25.04,8.21,13.93,9.78,113.0,Moderate
Thiruvananthapuram,2019-04-03,40.78,81.81,0.88,4.95,3.31,2.6,0.74,2.69,49.93,,,,83.0,Satisfactory
Jorapokhar,2020-03-10,,,24.87,12.92,,8.73,,38.65,33.77,,,,,
Patna,2018-09-14,58.11,,12.1,53.26,21.13,,0.96,18.57,62.03,2.28,35.93,8.63,100.0,Satisfactory
Mumbai,2020-02-20,62.8,146.64,37.9,46.33,84.24,23.47,1.0,10.38,27.28,9.24,,,175.0,Moderate
Lucknow,2020-04-17,79.72,,5.3,25.3,19.69,5.43,0.99,10.04,19.8,18.92,17.28,,211.0,Poor
Lucknow,2017-07-08,25.21,,8.83,13.3,,,1.34,3.66,13.64,0.59,2.48,,69.0,Satisfactory
Delhi,2018-08-19,47.01,96.0,18.92,31.85,33.12,31.46,1.07,11.4,32.1,1.63,32.28,0.03,100.0,Satisfactory
Gurugram,2018-05-31,98.26,169.52,14.85,31.75,38.16,,0.8,1.47,27.83,0.57,,,242.0,Poor
Hyderabad,2015-05-18,42.96,,11.17,13.2,24.13,,1.01,10.08,40.72,,,,116.0,Moderate
Lucknow,2017-08-22,43.99,,12.14,47.89,,,1.23,6.19,14.16,1.5,3.1,,75.0,Satisfactory
Kolkata,2019-06-13,43.52,75.56,6.69,24.24,26.81,4.38,0.54,3.09,51.71,9.79,8.75,3.76,94.0,Satisfactory
Hyderabad,2020-01-12,67.37,137.74,13.05,42.49,30.97,17.71,0.57,14.43,29.52,0.67,3.21,0.17,140.0,Moderate
Hyderabad,2017-12-07,69.33,127.59,7.77,40.86,27.61,14.4,0.91,16.11,48.33,4.5,20.98,3.9,122.0,Moderate
Coimbatore,2020-02-13,46.63,58.56,0.45,32.29,32.74,,0.61,11.42,57.01,0.0,0.0,,84.0,Satisfactory
Lucknow,2019-03-09,95.73,,8.29,39.4,34.44,13.67,1.01,10.92,24.54,0.28,1.61,,234.0,Poor
Mumbai,2016-03-19,,,,,11.05,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2016-09-21,17.82,31.93,10.85,38.08,19.18,16.51,0.11,2.83,21.43,0.1,0.72,3.17,52.0,Satisfactory
Hyderabad,2018-05-30,31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,0.66,4.34,0.66,89.0,Satisfactory
Mumbai,2015-07-22,,,,,27.67,,0.0,,,0.0,0.0,0.0,,
Patna,2018-01-21,168.88,,25.85,65.33,33.14,,2.91,47.68,34.98,0.63,3.45,1.4,310.0,Very Poor
Patna,2016-08-06,78.82,,9.19,10.46,19.78,,0.83,0.86,5.0,0.14,0.69,0.35,153.0,Moderate
Thiruvananthapuram,2017-09-20,9.43,27.48,1.89,4.74,4.04,,0.95,5.44,7.73,,,,59.0,Satisfactory
Delhi,2020-02-13,95.72,179.78,15.54,41.59,37.63,36.91,0.95,16.49,36.8,3.09,16.55,0.5,279.0,Poor
Gurugram,2016-03-07,78.56,,51.15,78.83,47.62,,0.27,10.04,30.93,,,,,
Hyderabad,2017-07-04,15.53,48.65,7.46,13.28,6.56,3.57,0.15,13.54,29.3,0.07,0.45,0.18,57.0,Satisfactory
Visakhapatnam,2018-01-23,108.47,262.9,59.45,87.42,94.82,19.17,1.7,13.74,31.71,4.89,7.16,3.01,226.0,Poor
Visakhapatnam,2019-09-23,6.63,20.53,8.07,18.22,16.42,3.16,0.59,19.71,21.31,1.97,7.87,1.48,42.0,Good
Delhi,2016-06-07,66.72,152.18,8.77,45.5,52.2,33.33,1.77,15.9,82.33,3.28,16.6,,246.0,Poor
Patna,2019-03-24,46.72,,4.24,55.77,16.53,,1.28,41.28,112.19,1.2,17.59,3.18,204.0,Poor
Kolkata,2019-06-09,31.08,48.86,28.0,17.2,38.47,11.48,0.42,2.49,34.29,2.56,7.77,,64.0,Satisfactory
Kolkata,2019-06-14,52.05,89.17,6.14,22.9,25.68,4.35,0.54,1.73,48.36,7.5,6.96,2.87,101.0,Moderate
Jorapokhar,2018-01-31,,117.28,8.49,9.4,,7.04,0.32,55.96,17.04,,,,134.0,Moderate
Delhi,2018-04-21,119.24,480.07,9.64,30.99,35.73,31.94,0.89,12.08,61.05,1.13,2.73,0.0,444.0,Severe
Hyderabad,2018-03-01,54.84,127.04,14.31,65.26,46.13,21.27,1.12,11.14,37.91,2.69,19.29,3.4,124.0,Moderate
Mumbai,2016-05-13,,,,,13.13,,0.0,,,0.0,0.0,0.0,,
Coimbatore,2020-05-21,13.65,20.34,,54.71,43.22,,0.82,5.39,13.62,0.0,0.0,,47.0,Good
Thiruvananthapuram,2019-04-17,27.7,56.55,1.56,6.93,3.7,2.87,0.94,1.79,39.21,,,,61.0,Satisfactory
Mumbai,2019-03-19,35.58,140.87,87.07,20.39,107.47,,2.34,7.17,57.91,1.56,,,140.0,Moderate
Delhi,2019-04-03,85.02,206.04,30.83,54.91,58.01,30.85,1.32,21.6,51.06,4.1,30.97,0.91,208.0,Poor
Guwahati,2019-05-06,51.38,87.31,6.08,17.0,28.18,17.89,0.81,23.26,24.48,0.67,,,80.0,Satisfactory
Chennai,2018-06-27,76.53,,7.73,20.83,15.13,36.12,0.81,5.84,25.83,0.0,4.17,,133.0,Moderate
Hyderabad,2020-06-25,22.41,46.29,7.13,25.42,17.73,8.93,0.35,5.16,23.48,1.13,8.52,0.66,52.0,Satisfactory
Talcher,2019-07-20,13.09,53.43,45.05,1.68,43.59,8.66,1.34,33.66,1.35,0.0,,,67.0,Satisfactory
Jorapokhar,2020-06-28,,74.52,25.44,10.63,,8.74,1.87,23.11,69.95,,,,156.0,Moderate
Thiruvananthapuram,2018-05-02,64.52,56.07,2.82,9.89,7.55,2.91,0.84,5.52,43.25,,,,65.0,Satisfactory
Delhi,2017-09-18,60.83,102.29,20.23,56.67,11.54,33.88,0.21,,30.08,0.19,0.0,,99.0,Satisfactory
Chennai,2020-06-07,20.52,142.52,8.59,12.19,20.39,43.08,1.17,5.35,56.57,0.12,0.02,,128.0,Moderate
Patna,2015-11-05,128.25,,43.21,28.0,71.14,,1.57,7.3,8.07,0.33,1.65,0.68,305.0,Very Poor
Kolkata,2020-01-18,82.65,167.5,78.57,64.95,140.68,27.53,1.22,17.28,31.83,31.32,46.49,3.82,219.0,Poor
Chennai,2017-04-07,41.16,,2.71,10.42,6.88,,0.06,4.37,30.17,0.08,0.05,,65.0,Satisfactory
Thiruvananthapuram,2018-05-05,26.48,46.4,2.98,9.51,7.47,3.76,0.89,6.5,58.65,,,,82.0,Satisfactory
Gurugram,2019-02-19,76.86,223.97,36.57,65.34,55.37,,0.65,15.84,29.59,0.0,0.0,,149.0,Moderate
Jorapokhar,2018-10-26,,299.21,6.86,7.42,,6.6,0.0,,31.37,,,,215.0,Poor
Thiruvananthapuram,2018-03-26,44.52,77.71,1.72,16.65,10.22,5.18,1.18,5.59,54.65,,,,97.0,Satisfactory
Gurugram,2017-10-03,90.15,,2.13,20.41,23.46,,0.94,4.7,32.0,0.04,4.41,,193.0,Moderate
Patna,2020-06-08,18.17,74.52,56.15,19.35,42.41,7.15,0.74,2.8,24.1,2.18,3.41,0.66,100.0,Satisfactory
Kolkata,2019-01-02,172.39,261.09,68.97,107.85,174.35,22.9,0.87,15.62,31.57,12.08,26.17,,351.0,Very Poor
Patna,2019-02-19,154.22,,48.15,88.51,52.14,,2.43,48.97,65.38,2.65,20.62,8.99,314.0,Very Poor
Lucknow,2018-10-06,123.5,,18.05,45.87,38.52,37.36,1.11,6.17,29.63,0.2,0.48,,251.0,Poor
Ernakulam,2020-01-27,53.06,80.24,152.12,5.9,156.21,133.25,1.24,3.49,,1.34,2.34,0.2,159.0,Moderate
Jorapokhar,2018-04-23,,120.74,8.84,9.48,,7.05,0.31,87.73,36.21,,,,,
Delhi,2019-01-17,358.91,519.49,108.96,84.74,147.7,60.95,3.13,19.63,39.76,10.74,66.34,2.26,515.0,Severe
Hyderabad,2015-06-10,25.58,,11.53,14.21,25.51,,0.76,8.8,24.68,,,,100.0,Satisfactory
Lucknow,2016-03-09,106.54,,6.35,12.33,4.22,,1.22,5.24,73.34,0.55,3.01,,229.0,Poor
Thiruvananthapuram,2018-08-06,9.04,28.54,2.81,5.17,4.99,1.97,1.0,4.48,27.11,,,,62.0,Satisfactory
