고객세그먼트,제품대분류,제품소분류,지역,매출액,수량,할인율,이익
Consumer,Technology,Accessories,Central,57.584,2.0,0.2,0.7198
Consumer,Office Supplies,Paper,South,9.568,2.0,0.2,3.4684
Home Office,Office Supplies,Binders,Central,1.524,2.0,0.8,-2.667
Home Office,Office Supplies,Labels,Central,25.2,4.0,0.0,11.592
Consumer,Office Supplies,Supplies,West,39.072,6.0,0.2,4.3956
Consumer,Technology,Copiers,West,1199.976,3.0,0.2,434.9913
Consumer,Office Supplies,Paper,West,27.15,5.0,0.0,13.3035
Consumer,Furniture,Tables,West,1004.024,7.0,0.2,-112.9527
Consumer,Office Supplies,Paper,Central,10.896,3.0,0.2,3.405
Consumer,Furniture,Furnishings,Central,63.552,6.0,0.6,-34.9536
Home Office,Technology,Phones,West,339.96,5.0,0.2,42.495
Corporate,Technology,Copiers,East,1999.96,4.0,0.0,899.982
Consumer,Technology,Phones,South,108.784,2.0,0.2,10.8784
Corporate,Technology,Phones,East,33.0,6.0,0.0,8.25
Corporate,Furniture,Chairs,West,307.136,4.0,0.2,26.8744
Consumer,Office Supplies,Art,West,95.92,8.0,0.0,25.8984
Consumer,Furniture,Furnishings,Central,4.712,2.0,0.6,-1.8848
Corporate,Technology,Accessories,West,236.0,4.0,0.0,40.12
Consumer,Office Supplies,Supplies,East,22.72,4.0,0.0,6.5888
Corporate,Office Supplies,Envelopes,West,15.25,1.0,0.0,7.015
Consumer,Technology,Accessories,West,196.752,6.0,0.2,56.5662
Consumer,Office Supplies,Storage,South,67.136,4.0,0.2,-0.8392
Corporate,Office Supplies,Storage,East,32.7,3.0,0.0,8.502
Consumer,Furniture,Chairs,South,866.4,4.0,0.0,225.264
Corporate,Furniture,Furnishings,Central,28.4,2.0,0.0,11.076
Corporate,Office Supplies,Binders,Central,287.92,8.0,0.0,138.2016
Home Office,Technology,Machines,East,69.99,1.0,0.0,30.0957
Consumer,Office Supplies,Envelopes,West,6.12,3.0,0.0,2.8764
Home Office,Office Supplies,Binders,South,189.588,2.0,0.7,-145.3508
Home Office,Technology,Accessories,South,408.744,7.0,0.2,76.6395
Home Office,Technology,Accessories,South,291.96,5.0,0.2,54.7425
Corporate,Office Supplies,Binders,East,3.762,3.0,0.7,-2.7588
Consumer,Office Supplies,Storage,East,714.3,5.0,0.0,207.147
Consumer,Office Supplies,Binders,South,4.812,2.0,0.7,-3.6892
Consumer,Technology,Accessories,South,247.8,5.0,0.2,-18.585
Home Office,Technology,Machines,Central,1007.979,3.0,0.3,43.1991
Home Office,Office Supplies,Paper,Central,313.488,7.0,0.2,113.6394
Corporate,Office Supplies,Storage,East,32.544,2.0,0.2,-7.7292
Corporate,Furniture,Chairs,East,207.846,3.0,0.1,2.3094
Consumer,Furniture,Furnishings,Central,12.22,1.0,0.0,3.666
Consumer,Office Supplies,Storage,Central,194.94,3.0,0.0,23.3928
Consumer,Office Supplies,Storage,Central,70.95,3.0,0.0,20.5755
Consumer,Office Supplies,Paper,Central,91.36,4.0,0.0,42.0256
Home Office,Office Supplies,Binders,South,28.752,8.0,0.7,-21.0848
Consumer,Technology,Accessories,West,119.9,2.0,0.0,43.164
Consumer,Office Supplies,Binders,East,2.502,3.0,0.7,-2.0016
Consumer,Office Supplies,Art,East,59.52,3.0,0.0,15.4752
Consumer,Office Supplies,Storage,East,161.94,3.0,0.0,9.7164
Consumer,Office Supplies,Art,East,263.88,6.0,0.0,71.2476
Consumer,Office Supplies,Art,East,30.48,3.0,0.0,7.9248
Corporate,Technology,Phones,East,791.964,6.0,0.4,-131.994
Consumer,Technology,Phones,East,35.12,4.0,0.0,9.1312
Consumer,Office Supplies,Appliances,Central,73.176,6.0,0.8,-197.5752
Corporate,Office Supplies,Paper,West,47.952,3.0,0.2,16.7832
Consumer,Furniture,Chairs,East,4416.174,9.0,0.3,-630.882
Consumer,Furniture,Chairs,West,129.568,2.0,0.2,-24.294
Consumer,Furniture,Chairs,Central,747.558,3.0,0.3,-96.1146
Corporate,Technology,Phones,West,57.36,6.0,0.2,-14.34
Consumer,Office Supplies,Storage,East,331.536,3.0,0.2,-82.884
Consumer,Technology,Accessories,West,899.91,9.0,0.0,377.9622
Consumer,Office Supplies,Binders,West,51.312,3.0,0.2,18.6006
Corporate,Office Supplies,Storage,South,67.9,5.0,0.0,0.679
Corporate,Furniture,Tables,West,863.128,7.0,0.2,-32.3673
Home Office,Office Supplies,Binders,West,28.485,5.0,0.7,-20.889
Home Office,Office Supplies,Supplies,West,185.376,2.0,0.2,-34.758
Home Office,Office Supplies,Appliances,West,78.272,2.0,0.2,5.8704
Consumer,Furniture,Furnishings,South,77.952,3.0,0.2,15.5904
Corporate,Furniture,Bookcases,Central,205.3328,2.0,0.32,-36.2352
Consumer,Office Supplies,Binders,South,113.94,6.0,0.0,54.6912
Consumer,Office Supplies,Supplies,West,6.8,1.0,0.2,0.51
Home Office,Technology,Accessories,East,319.984,2.0,0.2,91.9954
Consumer,Office Supplies,Binders,East,146.688,6.0,0.2,55.008
Consumer,Technology,Phones,West,703.968,4.0,0.2,87.996
Consumer,Technology,Accessories,Central,79.78,2.0,0.0,29.5186
Consumer,Office Supplies,Labels,East,7.83,3.0,0.0,3.6018
Consumer,Technology,Phones,East,116.98,2.0,0.0,29.245
Corporate,Technology,Phones,West,95.76,6.0,0.2,7.182
Consumer,Furniture,Furnishings,East,40.2,3.0,0.0,19.296
Corporate,Office Supplies,Art,East,14.7,5.0,0.0,6.615
Corporate,Office Supplies,Storage,East,704.25,5.0,0.0,84.51
Corporate,Office Supplies,Binders,East,6.096,2.0,0.2,2.0574
Consumer,Office Supplies,Art,East,5.96,2.0,0.0,1.6688
Home Office,Office Supplies,Binders,West,172.752,6.0,0.2,60.4632
Consumer,Furniture,Chairs,East,1474.802,7.0,0.3,-21.0686
Home Office,Furniture,Bookcases,West,514.165,5.0,0.15,-30.245
Home Office,Technology,Phones,West,279.96,5.0,0.2,17.4975
Consumer,Technology,Phones,Central,2735.952,6.0,0.2,341.994
Home Office,Technology,Phones,Central,7.992,1.0,0.2,0.5994
Consumer,Office Supplies,Fasteners,East,5.984,2.0,0.2,-1.3464
Consumer,Office Supplies,Storage,South,39.128,1.0,0.2,-8.8038
Consumer,Office Supplies,Storage,East,449.15,5.0,0.0,8.983
Home Office,Technology,Copiers,Central,549.99,1.0,0.0,274.995
Corporate,Office Supplies,Binders,South,16.146,9.0,0.7,-12.9168
Home Office,Office Supplies,Paper,South,6.54,1.0,0.0,3.0084
Consumer,Furniture,Chairs,Central,317.058,3.0,0.3,-18.1176
Consumer,Office Supplies,Binders,West,119.616,8.0,0.2,40.3704
Consumer,Office Supplies,Binders,South,62.88,4.0,0.7,-50.304
Consumer,Furniture,Chairs,West,241.568,2.0,0.2,18.1176
Consumer,Furniture,Furnishings,West,69.3,9.0,0.0,22.869
Consumer,Technology,Accessories,Central,39.816,3.0,0.2,7.4655
Corporate,Office Supplies,Appliances,Central,33.62,5.0,0.8,-90.774
Consumer,Office Supplies,Art,South,17.94,3.0,0.0,6.4584
Corporate,Office Supplies,Binders,West,2.376,3.0,0.7,-1.9008
Consumer,Office Supplies,Binders,West,35.808,3.0,0.2,11.19
Consumer,Furniture,Furnishings,South,129.93,3.0,0.0,12.993
Corporate,Office Supplies,Paper,East,65.584,2.0,0.2,23.7742
Consumer,Office Supplies,Appliances,East,275.24,4.0,0.0,121.1056
Consumer,Office Supplies,Storage,South,46.74,3.0,0.0,11.685
Consumer,Office Supplies,Binders,South,6354.95,5.0,0.0,3177.475
Corporate,Office Supplies,Binders,Central,34.37,7.0,0.0,16.8413
Consumer,Technology,Accessories,Central,38.04,2.0,0.0,12.1728
Consumer,Office Supplies,Art,East,7.152,3.0,0.2,0.7152
Consumer,Office Supplies,Art,West,6.63,3.0,0.0,1.7901
Consumer,Office Supplies,Appliances,Central,19.75,5.0,0.0,5.135
Consumer,Furniture,Chairs,West,170.352,3.0,0.2,-17.0352
Home Office,Furniture,Chairs,South,2573.82,9.0,0.0,746.4078
Consumer,Office Supplies,Appliances,Central,378.0,2.0,0.0,136.08
Home Office,Office Supplies,Storage,West,1126.02,3.0,0.0,56.301
Consumer,Office Supplies,Art,East,7.872,3.0,0.2,0.5904
Consumer,Office Supplies,Storage,Central,129.568,2.0,0.2,-25.9136
Home Office,Furniture,Furnishings,West,199.9,5.0,0.0,39.98
Corporate,Furniture,Tables,Central,210.98,2.0,0.0,21.098
Consumer,Furniture,Furnishings,West,19.3,2.0,0.0,5.79
Consumer,Technology,Accessories,West,66.26,2.0,0.0,27.1666
Consumer,Office Supplies,Envelopes,Central,12.224,2.0,0.2,4.4312
Home Office,Furniture,Chairs,South,683.952,3.0,0.2,42.747
Home Office,Furniture,Furnishings,South,45.696,3.0,0.2,5.1408
Consumer,Office Supplies,Supplies,East,54.9,5.0,0.0,15.372
Corporate,Office Supplies,Paper,East,30.18,3.0,0.0,13.8828
Consumer,Office Supplies,Envelopes,East,52.512,6.0,0.2,19.692
Corporate,Furniture,Chairs,West,190.72,1.0,0.2,11.92
Consumer,Furniture,Furnishings,West,47.94,3.0,0.0,2.397
Consumer,Technology,Phones,South,979.95,5.0,0.0,274.386
Consumer,Office Supplies,Binders,South,22.75,5.0,0.0,11.375
Consumer,Office Supplies,Storage,West,16.768,2.0,0.2,1.4672
Consumer,Office Supplies,Binders,Central,42.616,7.0,0.8,-68.1856
Home Office,Office Supplies,Binders,East,10.752,4.0,0.2,3.36
Consumer,Furniture,Furnishings,South,410.352,3.0,0.2,-51.294
Consumer,Furniture,Chairs,South,283.92,4.0,0.0,70.98
Corporate,Furniture,Furnishings,West,21.56,7.0,0.0,6.8992
Corporate,Technology,Phones,West,380.864,8.0,0.2,38.0864
Corporate,Office Supplies,Envelopes,South,182.94,3.0,0.0,85.9818
Consumer,Technology,Accessories,Central,58.112,2.0,0.2,7.264
Consumer,Technology,Phones,Central,100.792,1.0,0.2,6.2995
Home Office,Office Supplies,Paper,South,91.056,6.0,0.2,31.8696
Home Office,Office Supplies,Binders,East,41.28,6.0,0.2,13.932
Home Office,Office Supplies,Paper,East,13.36,2.0,0.0,6.4128
Consumer,Office Supplies,Labels,South,122.12,5.0,0.2,39.689
Corporate,Office Supplies,Binders,South,896.99,1.0,0.0,421.5853
Corporate,Furniture,Tables,West,1293.488,7.0,0.2,80.843
Corporate,Office Supplies,Storage,West,204.9,5.0,0.0,0.0
Corporate,Office Supplies,Storage,East,51.336,3.0,0.2,5.7753
Consumer,Office Supplies,Fasteners,Central,10.824,3.0,0.2,2.5707
Corporate,Office Supplies,Storage,West,1295.78,2.0,0.0,310.9872
Consumer,Office Supplies,Art,South,19.456,4.0,0.2,3.4048
Consumer,Office Supplies,Supplies,East,25.02,3.0,0.0,6.5052
Consumer,Office Supplies,Envelopes,East,22.92,3.0,0.0,11.2308
Consumer,Technology,Phones,West,470.376,3.0,0.2,52.9173
Consumer,Furniture,Furnishings,West,42.6,3.0,0.0,16.614
Consumer,Office Supplies,Binders,West,84.056,7.0,0.2,27.3182
Consumer,Office Supplies,Appliances,South,13.0,5.0,0.2,1.3
Corporate,Office Supplies,Binders,Central,38.82,6.0,0.0,19.41
Consumer,Office Supplies,Fasteners,West,3.96,2.0,0.0,0.0
Consumer,Office Supplies,Appliances,Central,247.716,4.0,0.1,93.5816
Consumer,Office Supplies,Art,South,18.48,2.0,0.2,6.006
Corporate,Office Supplies,Paper,West,91.84,8.0,0.0,45.0016
Consumer,Office Supplies,Storage,West,186.54,3.0,0.0,50.3658
Consumer,Office Supplies,Art,South,5.28,3.0,0.0,2.5344
Corporate,Furniture,Chairs,West,451.152,3.0,0.2,0.0
Consumer,Office Supplies,Labels,East,72.45,7.0,0.0,34.776
Corporate,Office Supplies,Paper,West,32.4,5.0,0.0,15.552
Home Office,Office Supplies,Binders,East,82.4,5.0,0.0,40.376
Consumer,Technology,Phones,East,14.85,3.0,0.0,4.0095
Consumer,Office Supplies,Art,West,8.82,3.0,0.0,2.3814
Consumer,Furniture,Chairs,East,327.996,6.0,0.1,54.666
Consumer,Office Supplies,Paper,West,19.92,4.0,0.0,9.7608
Home Office,Office Supplies,Appliances,South,211.248,6.0,0.2,15.8436
Consumer,Office Supplies,Storage,Central,69.712,2.0,0.2,8.714
Consumer,Furniture,Furnishings,Central,8.792,1.0,0.6,-5.7148
Consumer,Office Supplies,Labels,Central,11.84,1.0,0.2,4.44
Consumer,Office Supplies,Paper,South,51.55,5.0,0.0,24.2285
Consumer,Technology,Phones,West,105.584,2.0,0.2,9.2386
Consumer,Office Supplies,Appliances,West,31.152,3.0,0.2,3.5046
Consumer,Office Supplies,Binders,West,6.783,7.0,0.7,-4.7481
Home Office,Office Supplies,Binders,Central,43.19,7.0,0.0,20.7312
Consumer,Office Supplies,Paper,East,25.92,4.0,0.0,12.4416
Consumer,Office Supplies,Paper,Central,10.688,2.0,0.2,3.7408
Consumer,Technology,Phones,West,84.784,2.0,0.2,-20.1362
Consumer,Office Supplies,Paper,West,20.736,4.0,0.2,7.2576
Consumer,Office Supplies,Binders,West,16.821,3.0,0.7,-12.8961
Consumer,Office Supplies,Paper,West,10.368,2.0,0.2,3.6288
Consumer,Office Supplies,Fasteners,Central,2.304,1.0,0.2,0.7776
Home Office,Office Supplies,Storage,Central,53.72,4.0,0.0,13.9672
Consumer,Office Supplies,Appliances,West,76.12,2.0,0.0,22.0748
Consumer,Technology,Copiers,West,1199.976,3.0,0.2,434.9913
Consumer,Technology,Phones,West,445.96,5.0,0.2,55.745
Consumer,Furniture,Furnishings,West,327.76,8.0,0.0,91.7728
Consumer,Office Supplies,Supplies,East,11.632,2.0,0.2,1.0178
Consumer,Technology,Phones,East,143.982,3.0,0.4,-28.7964
Consumer,Technology,Phones,East,494.376,4.0,0.4,-115.3544
Corporate,Office Supplies,Binders,West,41.904,6.0,0.2,14.1426
Consumer,Office Supplies,Appliances,South,24.472,7.0,0.2,1.8354
Consumer,Office Supplies,Paper,West,192.16,4.0,0.0,92.2368
Consumer,Office Supplies,Binders,South,7.218,3.0,0.7,-5.5338
Consumer,Furniture,Chairs,Central,853.93,5.0,0.3,-24.398
Consumer,Office Supplies,Paper,South,131.904,3.0,0.2,47.8152
Home Office,Technology,Accessories,West,270.0,3.0,0.0,97.2
Consumer,Office Supplies,Binders,West,117.488,7.0,0.2,41.1208
Consumer,Office Supplies,Art,West,37.17,9.0,0.0,10.4076
Consumer,Office Supplies,Binders,West,9.612,6.0,0.7,-7.3692
Corporate,Furniture,Chairs,West,388.704,6.0,0.2,38.8704
Corporate,Office Supplies,Paper,East,8.448,2.0,0.2,2.64
Consumer,Office Supplies,Art,South,9.344,2.0,0.2,1.168
Consumer,Technology,Accessories,Central,127.984,2.0,0.2,25.5968
Home Office,Office Supplies,Paper,Central,65.584,2.0,0.2,23.7742
Corporate,Furniture,Furnishings,East,40.48,2.0,0.0,15.7872
Consumer,Office Supplies,Binders,Central,25.68,3.0,0.8,-39.804
Corporate,Office Supplies,Binders,East,107.424,9.0,0.2,33.57
Consumer,Office Supplies,Storage,Central,314.088,3.0,0.2,19.6305
Consumer,Office Supplies,Labels,Central,61.06,2.0,0.0,28.0876
Consumer,Office Supplies,Binders,Central,8.69,5.0,0.8,-14.773
Home Office,Technology,Accessories,West,79.99,1.0,0.0,28.7964
Corporate,Office Supplies,Appliances,Central,555.21,5.0,0.1,178.901
Home Office,Technology,Phones,West,35.984,2.0,0.2,4.498
Consumer,Technology,Accessories,East,31.984,2.0,0.2,1.1994
Home Office,Furniture,Furnishings,East,35.56,7.0,0.0,12.0904
Consumer,Office Supplies,Appliances,West,97.16,2.0,0.0,28.1764
Consumer,Technology,Accessories,South,431.16,5.0,0.2,107.79
Consumer,Office Supplies,Storage,West,29.304,3.0,0.2,2.5641
Consumer,Office Supplies,Storage,West,243.384,3.0,0.2,-51.7191
Consumer,Technology,Accessories,West,119.8,5.0,0.2,29.95
Consumer,Technology,Phones,West,300.768,4.0,0.2,30.0768
Corporate,Office Supplies,Binders,East,26.9,5.0,0.0,13.181
Consumer,Office Supplies,Labels,South,235.944,3.0,0.2,85.5297
Consumer,Office Supplies,Storage,West,14.03,1.0,0.0,4.0687
Consumer,Office Supplies,Binders,West,18.882,3.0,0.7,-13.8468
Corporate,Office Supplies,Paper,West,30.18,3.0,0.0,13.8828
Consumer,Office Supplies,Appliances,East,110.096,2.0,0.2,33.0288
Consumer,Furniture,Furnishings,West,30.93,1.0,0.0,12.6813
Consumer,Furniture,Chairs,East,109.764,2.0,0.1,8.5372
Consumer,Office Supplies,Storage,West,330.4,2.0,0.0,85.904
Corporate,Office Supplies,Appliances,West,81.96,2.0,0.0,22.9488
Consumer,Furniture,Furnishings,South,21.0,3.0,0.2,5.775
Corporate,Office Supplies,Binders,West,1.938,2.0,0.7,-1.3566
Consumer,Office Supplies,Paper,South,21.84,3.0,0.0,10.92
Corporate,Office Supplies,Fasteners,West,31.56,5.0,0.2,9.8625
Consumer,Furniture,Chairs,Central,389.97,3.0,0.0,35.0973
Corporate,Furniture,Furnishings,West,14.8,4.0,0.0,6.068
Consumer,Technology,Accessories,East,843.9,2.0,0.0,371.316
Corporate,Technology,Accessories,West,316.0,4.0,0.0,31.6
Consumer,Office Supplies,Binders,South,12.294,1.0,0.7,-8.6058
Corporate,Office Supplies,Paper,East,97.82,2.0,0.0,45.9754
Corporate,Technology,Accessories,East,103.12,8.0,0.0,10.312
Corporate,Office Supplies,Envelopes,West,21.34,2.0,0.0,9.8164
Consumer,Furniture,Chairs,West,218.352,3.0,0.2,0.0
Consumer,Office Supplies,Binders,South,29.36,2.0,0.0,13.5056
Home Office,Furniture,Chairs,Central,701.372,2.0,0.3,-50.098
Corporate,Furniture,Tables,West,136.464,2.0,0.2,15.3522
Corporate,Technology,Accessories,West,1649.95,5.0,0.0,659.98
Consumer,Office Supplies,Storage,Central,724.08,14.0,0.2,-135.765
Corporate,Technology,Accessories,South,32.96,2.0,0.0,14.1728
Consumer,Office Supplies,Binders,Central,2.724,3.0,0.8,-4.2222
Corporate,Office Supplies,Storage,East,459.95,5.0,0.0,18.398
Corporate,Office Supplies,Binders,West,5.214,2.0,0.7,-4.1712
Corporate,Office Supplies,Supplies,Central,23.76,3.0,0.2,2.079
Corporate,Office Supplies,Paper,Central,85.056,3.0,0.2,28.7064
Corporate,Furniture,Furnishings,West,79.44,3.0,0.0,28.5984
Corporate,Office Supplies,Storage,Central,33.488,7.0,0.2,-1.2558
Home Office,Furniture,Furnishings,Central,23.976,3.0,0.6,-14.3856
Home Office,Furniture,Tables,Central,108.925,1.0,0.5,-71.8905
Home Office,Office Supplies,Paper,Central,36.352,8.0,0.2,11.36
Consumer,Furniture,Chairs,West,177.568,2.0,0.2,8.8784
Consumer,Office Supplies,Envelopes,East,68.46,7.0,0.0,31.4916
Consumer,Technology,Phones,West,107.88,3.0,0.2,10.788
Home Office,Office Supplies,Paper,East,25.92,5.0,0.2,9.072
Consumer,Office Supplies,Appliances,Central,2.688,3.0,0.8,-7.392
Consumer,Office Supplies,Appliances,South,34.944,3.0,0.2,3.0576
Consumer,Furniture,Furnishings,Central,82.524,3.0,0.6,-41.262
Home Office,Furniture,Furnishings,East,30.336,4.0,0.2,9.48
Corporate,Technology,Phones,West,7.992,1.0,0.2,2.6973
Home Office,Furniture,Chairs,West,1603.136,4.0,0.2,100.196
Consumer,Office Supplies,Storage,East,68.6,4.0,0.0,18.522
Corporate,Technology,Machines,South,7999.98,4.0,0.5,-3839.9904
Corporate,Office Supplies,Appliances,South,167.44,2.0,0.2,14.651
Consumer,Technology,Accessories,South,479.97,3.0,0.0,163.1898
Consumer,Office Supplies,Paper,West,29.6,4.0,0.0,13.32
Home Office,Furniture,Furnishings,West,14.56,2.0,0.0,5.5328
Consumer,Furniture,Bookcases,East,191.984,2.0,0.2,4.7996
Consumer,Furniture,Furnishings,South,104.01,1.0,0.0,14.5614
Consumer,Technology,Phones,South,751.984,2.0,0.2,84.5982
Consumer,Office Supplies,Storage,South,36.84,3.0,0.0,10.3152
Consumer,Technology,Accessories,West,166.24,1.0,0.0,24.936
Corporate,Office Supplies,Storage,West,1261.33,7.0,0.0,327.9458
Home Office,Office Supplies,Art,East,198.272,8.0,0.2,17.3488
Consumer,Office Supplies,Paper,East,15.552,3.0,0.2,5.4432
Consumer,Office Supplies,Storage,West,78.256,2.0,0.2,-17.6076
Corporate,Furniture,Furnishings,South,8.92,4.0,0.0,3.9248
Home Office,Office Supplies,Art,East,2.696,1.0,0.2,0.8088
Corporate,Office Supplies,Storage,South,45.248,2.0,0.2,3.9592
Home Office,Office Supplies,Binders,East,4.896,3.0,0.7,-3.4272
Corporate,Furniture,Furnishings,East,15.072,3.0,0.2,4.1448
Corporate,Office Supplies,Storage,South,39.72,5.0,0.2,4.4685
Consumer,Furniture,Tables,West,369.912,3.0,0.2,-13.8717
Consumer,Office Supplies,Art,East,2.88,1.0,0.0,0.8064
Corporate,Office Supplies,Appliances,South,166.84,5.0,0.2,18.7695
Corporate,Technology,Accessories,South,15.216,1.0,0.2,2.2824
Consumer,Furniture,Furnishings,East,41.96,2.0,0.0,10.9096
Consumer,Furniture,Bookcases,East,883.92,5.0,0.2,-110.49
Consumer,Office Supplies,Labels,East,4.91,1.0,0.0,2.4059
Home Office,Technology,Accessories,West,399.96,4.0,0.0,139.986
Consumer,Office Supplies,Envelopes,South,24.448,4.0,0.2,8.8624
Corporate,Office Supplies,Appliances,East,281.34,6.0,0.0,109.7226
Corporate,Technology,Phones,West,49.616,2.0,0.2,4.9616
Consumer,Technology,Accessories,West,144.96,4.0,0.0,60.8832
Corporate,Office Supplies,Binders,West,19.92,5.0,0.2,6.972
Consumer,Office Supplies,Binders,East,17.96,5.0,0.2,5.837
Corporate,Office Supplies,Storage,Central,21.488,2.0,0.2,1.6116
Consumer,Office Supplies,Paper,Central,75.88,5.0,0.2,26.558
Corporate,Technology,Accessories,East,899.91,9.0,0.0,395.9604
Consumer,Technology,Accessories,West,36.24,1.0,0.0,15.2208
Corporate,Furniture,Tables,Central,1652.94,3.0,0.0,231.4116
Consumer,Office Supplies,Paper,Central,5.344,1.0,0.2,1.8704
Consumer,Furniture,Tables,South,1256.22,6.0,0.0,75.3732
Home Office,Office Supplies,Envelopes,Central,146.352,3.0,0.2,49.3938
Consumer,Office Supplies,Envelopes,Central,17.568,2.0,0.2,6.3684
Consumer,Technology,Phones,West,165.6,3.0,0.2,10.35
Consumer,Office Supplies,Supplies,East,63.84,8.0,0.0,18.5136
Home Office,Office Supplies,Art,Central,59.904,2.0,0.2,14.2272
Consumer,Office Supplies,Storage,East,33.63,3.0,0.0,10.089
Home Office,Office Supplies,Binders,South,102.93,3.0,0.0,48.3771
Consumer,Office Supplies,Labels,East,6.3,2.0,0.0,3.024
Consumer,Office Supplies,Appliances,East,30.98,1.0,0.0,8.0548
Consumer,Office Supplies,Paper,South,62.016,2.0,0.2,22.4808
Corporate,Office Supplies,Paper,Central,10.688,2.0,0.2,3.7408
Home Office,Office Supplies,Binders,West,27.936,4.0,0.2,9.4284
Home Office,Furniture,Bookcases,West,84.98,1.0,0.0,18.6956
Consumer,Furniture,Furnishings,Central,38.976,3.0,0.6,-50.6688
Consumer,Office Supplies,Labels,South,9.912,3.0,0.2,3.2214
Home Office,Office Supplies,Labels,Central,11.784,3.0,0.2,4.2717
Home Office,Office Supplies,Storage,Central,272.736,3.0,0.2,-64.7748
Consumer,Office Supplies,Storage,East,95.94,3.0,0.0,9.594
Consumer,Office Supplies,Supplies,Central,51.52,5.0,0.2,-10.948
Consumer,Office Supplies,Paper,Central,3.528,1.0,0.2,1.1466
Consumer,Office Supplies,Paper,Central,4.624,1.0,0.2,1.6762
Consumer,Technology,Phones,East,164.85,3.0,0.0,47.8065
Home Office,Office Supplies,Binders,West,4.176,1.0,0.2,1.305
Corporate,Office Supplies,Storage,West,359.32,4.0,0.0,7.1864
Consumer,Office Supplies,Paper,East,4.77,1.0,0.0,2.1465
