carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Premium,H,SI1,60.9,59,554,4.31,4.29,2.62
0.53,Good,I,SI1,61.3,62,1033,5.14,5.17,3.16
0.3,Premium,H,SI1,62.9,58,554,4.28,4.24,2.68
0.3,Very Good,H,SI1,63.3,56,554,4.29,4.27,2.71
2.31,Very Good,I,SI2,62.9,58,17062,8.34,8.43,5.27
0.32,Ideal,E,VVS2,62.3,56,842,4.37,4.4,2.73
1.12,Premium,F,VVS2,62.4,59,10211,6.66,6.58,4.13
0.55,Very Good,F,VS2,62.6,57,1609,5.19,5.23,3.26
0.4,Premium,E,SI1,60.9,60,945,4.77,4.75,2.9
1.43,Ideal,J,SI1,62.1,58,6546,7.23,7.16,4.47
0.29,Very Good,E,VS1,62.4,55,555,4.2,4.25,2.63
0.71,Ideal,G,SI1,62.5,57,2604,5.67,5.69,3.55
0.31,Ideal,F,IF,61.7,56,901,4.34,4.38,2.69
0.31,Premium,E,VS1,61.1,58,734,4.34,4.37,2.66
0.42,Ideal,E,SI2,62.9,56,898,4.8,4.77,3.01
0.34,Ideal,I,VS1,62,56,555,4.5,4.53,2.8
0.5,Premium,F,VS2,61.8,58,1654,5.1,5.07,3.14
0.56,Premium,F,VS1,58.2,60,2016,5.41,5.38,3.14
0.35,Ideal,G,SI1,60.6,56,555,4.56,4.58,2.77
0.52,Very Good,H,VS2,63.5,58,1389,5.08,5.09,3.23
0.33,Ideal,D,VS2,62.3,54,667,4.43,4.46,2.77
0.3,Ideal,H,VVS1,61.8,55,665,4.34,4.37,2.69
0.31,Premium,I,SI1,60.1,59,418,4.38,4.41,2.64
0.31,Premium,E,VVS1,62,59,1012,4.34,4.3,2.68
0.7,Very Good,F,VS2,62.3,58,2812,5.64,5.72,3.54
0.71,Ideal,H,VS2,61.7,55,2559,5.73,5.77,3.55
1.01,Very Good,I,SI1,62.9,58,4759,6.36,6.4,4.01
1.21,Premium,G,VS2,61,58,8504,6.88,6.82,4.18
0.4,Premium,E,SI1,60.9,56,945,4.8,4.76,2.91
0.72,Ideal,F,SI2,60.8,56,2674,5.82,5.79,3.53
0.32,Premium,F,VS2,59.7,59,828,4.44,4.41,2.64
0.7,Fair,G,I1,67.5,55,1069,5.59,5.37,3.71
0.91,Good,I,VS2,64.3,58,2813,6.09,6.05,3.9
0.76,Premium,E,SI1,62.2,59,2814,5.86,5.81,3.63
1.64,Premium,E,SI1,59.5,58,14236,7.72,7.64,4.57
0.75,Premium,E,SI1,61.1,59,2814,5.86,5.83,3.57
0.31,Premium,H,VS2,61.3,60,489,4.32,4.36,2.66
1.55,Very Good,E,SI1,62.4,58,10851,7.36,7.42,4.61
0.4,Good,J,VS2,64,57,765,4.7,4.67,3
0.7,Ideal,H,SI1,60.4,56,2815,5.75,5.81,3.49
1.51,Ideal,I,VS2,60.6,56,9442,7.44,7.47,4.52
0.52,Ideal,E,VVS2,62,54,2230,5.16,5.19,3.21
0.36,Ideal,H,IF,61.3,57,1163,4.59,4.61,2.82
1.01,Very Good,D,SI1,62.7,58,4821,6.34,6.38,3.99
0.42,Ideal,G,VS2,62.2,54.1,907,4.8,4.83,3
1.53,Very Good,E,VS2,61.2,60,14282,7.49,7.4,4.56
0.71,Premium,G,SI1,58.9,62,2181,5.85,5.79,3.43
0.4,Ideal,D,VS1,62.9,56,1200,4.71,4.67,2.95
0.51,Ideal,H,SI2,62.1,55,1016,5.12,5.14,3.18
1.01,Very Good,J,VVS2,62.2,56,4850,6.37,6.42,3.98
1.6,Premium,G,SI1,62.4,61,11189,7.43,7.4,4.63
1.14,Premium,D,SI2,59.2,61,5047,6.84,6.82,4.04
0.52,Ideal,D,SI1,61.5,55,1720,5.22,5.19,3.2
0.31,Ideal,H,VS2,62.2,55,489,4.36,4.39,2.72
0.7,Premium,I,VVS1,59.1,60,2513,5.77,5.8,3.42
0.7,Very Good,H,VS2,63.2,57,2137,5.58,5.62,3.54
0.3,Ideal,H,VS1,62.5,56,675,4.27,4.24,2.66
1.36,Premium,G,SI1,60.6,59,7729,7.21,7.17,4.36
0.41,Very Good,F,VS2,63.2,57,1107,4.76,4.74,3
0.43,Ideal,J,SI1,61.9,54,708,4.88,4.84,3.01
2,Ideal,G,VS2,62.3,57,17760,8.06,7.97,4.99
1.48,Premium,H,SI2,59.7,59,6216,7.46,7.42,4.44
2,Fair,I,SI2,69.1,56,8736,7.84,7.7,5.37
0.31,Ideal,G,VVS2,62.7,57,907,4.33,4.31,2.71
1.22,Very Good,J,VS2,61.9,57,4793,6.82,6.87,4.24
0.53,Ideal,G,VS1,61.9,56,1721,5.19,5.21,3.22
1.21,Ideal,F,VS2,61.5,56,8348,6.87,6.83,4.21
0.3,Good,E,VVS2,63,58,622,4.27,4.34,2.71
0.7,Premium,E,VS2,63,60,2818,5.64,5.6,3.54
1.56,Ideal,I,VS2,62.5,57,9295,7.4,7.36,4.63
0.34,Ideal,G,IF,61.9,55,974,4.51,4.54,2.8
0.31,Very Good,F,VVS2,62,55,754,4.34,4.38,2.7
0.51,Ideal,H,VS2,60.9,56.4,1365,5.15,5.18,3.15
1.13,Premium,H,SI1,62,58,5050,6.67,6.63,4.12
0.53,Premium,E,VS2,61.4,55,1727,5.24,5.21,3.21
1.5,Very Good,I,SI1,63.1,54,8408,7.34,7.31,4.62
0.39,Ideal,E,VVS2,61.9,55,1034,4.7,4.74,2.92
0.32,Very Good,G,SI1,62.2,57,505,4.36,4.39,2.72
1.5,Premium,H,SI2,61.4,62,7187,7.4,7.25,4.49
0.5,Premium,F,SI1,61.7,57,1231,5.09,5.06,3.13
0.9,Very Good,D,VS1,63,58,5547,6.11,6.14,3.86
0.51,Ideal,F,VS2,61,57,1619,5.16,5.11,3.13
1.21,Very Good,H,VS1,63.4,55,6973,6.76,6.81,4.3
1.14,Ideal,H,SI1,61.6,57,5003,6.7,6.75,4.14
0.52,Ideal,G,VS1,61.2,56,1662,5.19,5.22,3.18
0.91,Premium,E,VS1,62.7,59,5057,6.15,6.19,3.87
0.43,Fair,E,VS2,60.5,59,1107,4.92,4.9,2.97
0.73,Ideal,F,SI1,62.6,55,2737,5.75,5.78,3.61
0.71,Premium,I,VVS2,61.9,60,2428,5.69,5.75,3.54
0.4,Very Good,D,VS2,59.6,58,851,4.8,4.83,2.87
0.51,Ideal,E,VS2,62.2,57,1781,5.11,5.08,3.17
0.28,Very Good,F,VS2,60.8,58,487,4.19,4.26,2.57
1.2,Very Good,J,VS1,63.1,59,5376,6.75,6.65,4.23
1.03,Very Good,I,SI2,63.5,58,5884,6.38,6.4,4.06
0.33,Ideal,G,VS1,62.1,54,666,4.42,4.47,2.76
1,Premium,G,VS2,61.5,58,5967,6.39,6.36,3.92
0.6,Ideal,F,VVS2,62,55,2822,5.37,5.4,3.34
1,Premium,F,SI1,61.6,60,5197,6.31,6.41,3.9
0.57,Ideal,G,VS2,61.6,57,1608,5.32,5.36,3.29
0.39,Ideal,E,SI1,62.1,53,719,4.69,4.72,2.92
0.7,Very Good,H,VS1,62.3,57,2540,5.68,5.72,3.55
0.4,Good,E,SI1,63.2,58,687,4.66,4.7,2.96
0.38,Ideal,E,VVS2,62.2,56,1100,4.58,4.65,2.87
2.03,Premium,J,SI2,61.7,61,12078,8.18,8.04,5
1.41,Ideal,J,VS1,61.6,56,8275,7.19,7.22,4.44
0.73,Very Good,G,SI1,60.6,59,2585,5.83,5.85,3.54
0.31,Very Good,F,SI1,63.5,56,663,4.33,4.3,2.74
0.4,Good,D,VVS2,60.8,62,1080,4.74,4.77,2.89
0.38,Very Good,G,VS2,59.9,58,766,4.72,4.77,2.84
0.34,Ideal,G,VVS2,61.6,56,995,4.49,4.47,2.76
0.44,Good,F,SI2,56.6,63,974,5.11,5.06,2.88
2.12,Premium,H,SI2,62.3,58,12693,8.25,8.16,5.12
0.7,Ideal,J,VVS1,61.6,58,1945,5.69,5.71,3.51
0.46,Very Good,F,VVS1,61.4,57,1657,4.95,4.99,3.05
0.7,Premium,J,IF,60.5,59,2150,5.67,5.73,3.45
0.25,Good,E,VS1,63.3,60,361,3.99,4.04,2.54
0.71,Premium,E,VS2,62.3,58,2823,5.71,5.66,3.54
0.54,Ideal,G,VS2,62.3,54,1637,5.27,5.23,3.27
0.3,Fair,F,SI1,63.1,58,496,4.3,4.22,2.69
0.5,Premium,E,SI2,61.7,58,1240,5.12,5.06,3.14
0.24,Ideal,F,VVS2,62.4,55,526,3.99,4.02,2.5
0.77,Ideal,I,VVS2,62.1,57,2824,5.84,5.86,3.63
0.3,Ideal,E,VS2,61.8,57,658,4.3,4.34,2.67
1.64,Very Good,J,SI2,62,59,7750,7.47,7.52,4.65
1.2,Premium,F,VS2,60.1,57,7865,6.82,6.76,4.08
0.57,Ideal,E,VS2,61.6,56,1851,5.33,5.38,3.3
2.05,Premium,E,SI2,59.7,59,17081,8.27,8.39,4.97
0.59,Premium,H,VS2,60.2,60,1590,5.45,5.42,3.27
0.4,Premium,J,IF,62.7,60,1063,4.7,4.64,2.93
1.01,Good,F,VS2,63.1,60,6159,6.29,6.39,4
0.43,Ideal,G,VVS1,62,55,1207,4.82,4.85,3
1.02,Premium,E,SI1,62.6,58,5278,6.47,6.44,4.05
1.5,Very Good,G,VS2,62.1,57,12156,7.21,7.31,4.51
1.11,Ideal,D,VVS1,62.1,55,14584,6.63,6.64,4.12
0.7,Premium,E,VS1,62.2,58,2826,5.66,5.6,3.5
0.3,Ideal,E,VVS2,61.1,57,837,4.34,4.36,2.65
0.7,Premium,E,VS1,59.4,61,2826,5.78,5.74,3.42
1,Premium,G,VS2,62.9,56,5806,6.42,6.27,3.99
0.45,Ideal,E,VVS2,61.9,56,1337,4.91,4.95,3.05
0.96,Ideal,F,I1,60.7,55,2826,6.41,6.37,3.88
1.16,Ideal,H,SI2,61.9,56,4797,6.73,6.77,4.18
1.62,Ideal,I,VS2,62.1,55,10501,7.53,7.58,4.69
0.4,Premium,E,SI2,61.4,59,855,4.75,4.7,2.9
1.52,Premium,J,VS1,62.4,59,8258,7.36,7.31,4.58
2.02,Fair,J,SI2,64.6,55,9853,7.93,7.84,5.09
0.7,Ideal,D,SI2,60.6,57,2828,5.74,5.77,3.49
1.01,Premium,H,SI2,61.6,61,2828,6.39,6.31,3.91
0.41,Ideal,G,VVS2,61.3,56,1007,4.76,4.77,2.92
0.8,Good,E,SI2,63.7,54,2829,5.91,5.87,3.75
0.31,Good,E,SI1,63.4,57,544,4.31,4.33,2.74
0.51,Ideal,G,VS1,61.7,56,1656,5.1,5.14,3.16
0.38,Ideal,E,VVS2,62,57,1176,4.62,4.61,2.86
0.7,Ideal,E,VS2,62.1,57,2633,5.68,5.73,3.54
0.71,Very Good,E,VS2,62.7,59,2830,5.65,5.7,3.56
0.41,Premium,G,VS1,62.1,60,961,4.78,4.72,2.95
1.23,Ideal,H,SI1,63,55,5768,6.78,6.72,4.27
0.31,Ideal,G,SI1,61.3,58,443,4.37,4.4,2.69
0.31,Ideal,D,VS2,61.8,55,942,4.37,4.33,2.69
0.91,Ideal,H,VVS2,61.7,57,5411,6.21,6.23,3.84
2.05,Premium,F,SI2,60.2,59,18784,8.28,8.33,5
0.41,Fair,I,VS1,65.3,58,735,4.62,4.66,3.03
0.33,Ideal,D,SI1,62.8,56,780,4.43,4.39,2.77
0.42,Very Good,E,VS2,62.8,59,958,4.76,4.8,3
2.01,Premium,J,SI1,60.3,56,11188,8.02,7.96,4.82
0.66,Ideal,I,SI1,61.2,57,1712,5.6,5.64,3.44
0.51,Very Good,H,VS2,60.8,58,1414,5.12,5.17,3.13
0.23,Ideal,F,VVS2,62.3,56,530,3.95,4.01,2.48
1.01,Good,D,SI1,62.9,57,4977,6.34,6.37,4
1.09,Ideal,E,VVS2,60.9,56,10333,6.66,6.7,4.07
0.3,Ideal,G,VS1,61.5,56,605,4.28,4.34,2.65
0.71,Premium,F,VS1,62.2,58,2832,5.72,5.66,3.54
0.33,Ideal,E,VS2,60.5,55,738,4.52,4.56,2.74
1.08,Ideal,G,VS1,62.4,55,7925,6.57,6.63,4.12
0.4,Premium,F,SI1,61.2,58,945,4.74,4.71,2.89
0.7,Very Good,D,VS2,59.6,61,2833,5.77,5.8,3.45
0.51,Ideal,H,SI1,62.1,55,1331,5.17,5.15,3.2
1.64,Premium,J,SI2,63,58,5624,7.54,7.49,4.74
0.54,Ideal,G,VS2,61.7,55,1401,5.22,5.26,3.23
0.7,Ideal,F,SI1,60.7,57,2833,5.73,5.75,3.49
0.39,Ideal,F,VS2,60,57,1053,4.76,4.7,2.84
1.2,Very Good,G,VVS2,62.4,56,8712,6.68,6.74,4.19
0.51,Very Good,D,VVS1,59.9,58,2834,5.16,5.19,3.1
0.33,Ideal,G,SI1,61.3,56,631,4.51,4.46,2.75
1.08,Fair,H,VVS2,55.9,63,5171,6.9,6.8,3.83
0.32,Premium,I,VVS2,62.1,59,720,4.38,4.35,2.71
1.22,Very Good,E,VS2,59.5,60,9495,6.91,7,4.14
0.27,Ideal,I,VS1,61.3,57,432,4.16,4.19,2.56
1.57,Very Good,I,VS1,62.7,58,10682,7.41,7.43,4.65
2,Fair,H,SI2,64.5,56,11655,7.93,7.86,5.09
2.01,Good,F,SI2,64.1,57,16231,7.82,7.78,5
1.53,Premium,H,VS2,62.7,56,11104,7.39,7.31,4.61
0.72,Ideal,E,SI1,61,57,2835,5.78,5.8,3.53
0.75,Premium,F,VS2,59.6,59,2835,6.04,5.94,3.57
0.37,Very Good,E,SI1,60.6,54,649,4.63,4.68,2.82
2.14,Premium,J,SI2,61.5,59,13205,8.25,8.3,5.11
1.05,Ideal,E,SI1,60.7,55,6316,6.62,6.67,4.03
0.65,Ideal,H,SI1,61.5,55,1908,5.59,5.63,3.45
0.61,Ideal,G,VS2,61.4,55.7,1821,5.43,5.53,3.37
0.35,Premium,E,SI1,62.9,58,788,4.52,4.48,2.83
1.6,Very Good,D,SI2,60.6,58,10646,7.55,7.61,4.59
1.39,Premium,G,VS2,62,56,8874,7.18,7.14,4.44
0.7,Premium,F,VS2,62.3,58,2838,5.72,5.64,3.54
2.33,Good,G,SI2,63.9,60,13242,8.37,8.3,5.32
0.32,Ideal,E,VS2,61.6,56,637,4.4,4.43,2.72
0.43,Premium,F,VS1,59.9,58,1129,4.93,4.89,2.94
1.58,Ideal,F,VS2,60,57,14044,7.58,7.52,4.53
2.2,Premium,H,SI2,61.1,59,16996,8.41,8.35,5.12
0.54,Ideal,F,VS2,61,56,1615,5.27,5.32,3.23
0.3,Premium,E,VS1,61.8,58,710,4.31,4.33,2.67
0.36,Good,D,SI1,63.1,55,663,4.54,4.59,2.88
0.71,Ideal,F,VS1,61.5,57,2839,5.74,5.71,3.52
0.34,Ideal,E,VS1,62.4,55,805,4.44,4.47,2.78
0.33,Premium,F,VS2,62.4,58,666,4.37,4.41,2.74
0.7,Good,G,SI1,63.5,61,2074,5.61,5.64,3.57
0.71,Premium,F,VS1,59,60,2839,5.82,5.8,3.43
0.4,Ideal,I,VVS2,62.4,55,807,4.7,4.73,2.94
0.71,Very Good,D,SI1,63.3,59,2525,5.55,5.66,3.55
0.7,Fair,F,VS1,65.8,59,2381,5.58,5.48,3.64
1.03,Premium,E,SI1,61.3,60,5101,6.53,6.51,4
0.35,Very Good,H,VVS2,62.5,58,706,4.48,4.51,2.81
0.71,Premium,G,VVS2,60.3,58,2839,5.82,5.78,3.5
0.23,Very Good,E,VVS1,60.2,59,478,3.97,4.01,2.4
1.08,Premium,H,VS2,62.9,55,5775,6.59,6.54,4.13
0.71,Premium,F,VS1,62.7,59,2839,5.7,5.62,3.55
2.01,Good,E,SI2,60,64,16582,8.09,8.17,4.88
0.75,Very Good,F,SI2,59.8,56,2840,5.85,5.92,3.52
2.32,Ideal,J,VS1,62.5,54.5,17891,8.44,8.47,5.28
0.51,Ideal,E,VS2,61,57,1662,5.21,5.12,3.15
0.5,Very Good,E,VS2,60.9,58,1605,5.14,5.17,3.14
1.24,Ideal,I,VS2,62,55,6076,6.9,6.87,4.27
2.38,Premium,J,SI1,62.4,58,12364,8.54,8.46,5.31
1.2,Premium,F,VS2,62.1,54,8796,6.77,6.73,4.19
0.71,Very Good,D,VS1,63.4,55,2841,5.69,5.61,3.58
0.5,Very Good,F,SI1,63.1,61,1106,5.06,4.98,3.17
0.82,Ideal,F,SI2,61.7,53,2841,6,6.12,3.74
0.41,Premium,E,SI2,62.8,58,818,4.73,4.69,2.96
1.54,Premium,J,SI1,61.1,58,5028,7.48,7.41,4.55
1.13,Ideal,H,SI2,61.6,55,4911,6.68,6.72,4.13
1,Premium,F,I1,58.9,60,2841,6.6,6.55,3.87
0.93,Premium,F,VS2,61.7,58,4961,6.22,6.29,3.86
0.5,Very Good,F,VS2,60.6,58,1436,5.07,5.12,3.09
0.41,Ideal,J,VS1,62.1,56,647,4.75,4.79,2.96
1.14,Premium,G,SI1,60,55,5801,6.85,6.79,4.09
0.5,Very Good,D,VS2,63.4,56,1758,5.1,5.05,3.22
0.5,Good,F,VS2,63.6,57,1436,5.03,5.07,3.21
0.41,Ideal,E,SI1,62.4,55,969,4.78,4.74,2.97
0.56,Ideal,E,VS1,61.3,55,2032,5.32,5.29,3.25
0.37,Very Good,G,VS1,58.3,62,696,4.72,4.75,2.76
1.01,Premium,G,SI1,62.1,56,4805,6.42,6.36,3.97
1.2,Ideal,D,VS2,61.4,56,9935,6.88,6.79,4.2
0.72,Ideal,J,VVS2,60.9,58,2136,5.74,5.78,3.51
0.73,Very Good,F,VS1,61.8,59,2843,5.73,5.79,3.56
0.71,Ideal,H,SI2,61.8,55,2024,5.75,5.7,3.54
1.03,Ideal,G,VS1,61.7,54,7119,6.49,6.52,4.01
0.5,Fair,E,SI2,65.2,57,1141,4.96,4.91,3.22
1.7,Very Good,J,SI1,63.2,57,9253,7.63,7.55,4.8
0.31,Ideal,G,VVS2,62.4,56,707,4.33,4.36,2.71
0.7,Ideal,G,SI1,61.6,56,2478,5.69,5.73,3.52
2.23,Premium,J,VS1,61.7,58,16025,8.41,8.34,5.17
0.72,Ideal,F,SI2,61.7,55,2340,5.77,5.81,3.57
0.26,Ideal,H,SI1,62.2,54,397,4.1,4.13,2.56
1.01,Premium,F,VS2,62.7,58,6097,6.4,6.39,4.01
0.24,Good,E,VVS1,60.8,64,492,3.97,3.99,2.42
0.38,Premium,D,VVS1,60.4,59,1400,4.7,4.71,2.84
0.79,Ideal,D,SI1,61.5,56,2846,5.96,5.91,3.65
0.32,Ideal,G,VVS1,61.4,55,1080,4.44,4.42,2.72
0.73,Ideal,H,VVS2,61.6,56,2846,5.79,5.84,3.58
1.01,Fair,H,SI2,65.4,59,2846,6.3,6.26,4.11
1.02,Premium,G,IF,61.8,59,8643,6.46,6.41,3.98
0.52,Ideal,F,SI1,62,53,1223,5.16,5.2,3.21
1.51,Premium,I,VS2,60.5,59,9682,7.44,7.41,4.49
0.7,Good,F,VS2,59.1,61,2846,5.76,5.84,3.43
2.35,Premium,H,SI2,62.3,58,16340,8.51,8.44,5.28
0.7,Ideal,F,I1,62.1,57,1928,5.67,5.64,3.52
2,Good,I,VS1,58.8,65,15708,8.03,8.1,4.74
1.5,Ideal,I,I1,61.8,57,5510,7.39,7.31,4.54
1.12,Ideal,H,SI1,61.8,56,5838,6.67,6.69,4.13
0.79,Ideal,I,SI1,61.6,56,2756,5.95,5.97,3.67
0.3,Very Good,D,VS1,62.2,58,742,4.25,4.27,2.65
1.21,Premium,F,SI1,60,60,6659,6.96,6.91,4.16
0.75,Fair,D,SI2,64.6,57,2848,5.74,5.72,3.7
0.3,Ideal,G,VVS1,61.7,57,764,4.31,4.35,2.67
0.31,Ideal,D,SI1,62.6,57,732,4.32,4.3,2.7
0.33,Ideal,G,VVS2,61.3,56,730,4.46,4.48,2.74
0.7,Ideal,F,VS2,60.8,59,2850,5.69,5.79,3.49
1,Ideal,D,SI1,62.5,55,6664,6.42,6.34,3.99
0.63,Premium,F,VS2,61.5,59,1905,5.53,5.5,3.39
0.32,Premium,G,VS2,61.7,60,720,4.4,4.32,2.69
0.79,Ideal,G,SI2,60.8,57,2453,5.99,5.96,3.63
0.28,Ideal,H,VS2,61.9,55,467,4.2,4.23,2.61
0.7,Very Good,G,SI1,63,59,2276,5.64,5.67,3.56
0.59,Ideal,J,VS2,60.8,57,1352,5.47,5.42,3.31
0.52,Very Good,E,VS2,63,58,1641,5.07,5.12,3.21
1,Very Good,D,SI1,63.2,59,5320,6.29,6.4,4.01
0.33,Very Good,G,VVS2,63,56,672,4.42,4.47,2.8
2,Premium,I,VS1,61.1,58,17278,8.08,8.11,4.95
2.03,Premium,J,SI1,62.1,59,12979,8.12,8.06,5.02
1,Very Good,G,VS2,63.3,58,6048,6.39,6.27,4.01
0.52,Ideal,G,VS2,61.3,56,1737,5.18,5.21,3.18
0.31,Premium,E,VS2,60.6,59,872,4.39,4.36,2.65
0.41,Very Good,D,VS2,59.2,58,995,4.83,4.87,2.87
0.36,Premium,H,VS2,60,62,729,4.62,4.58,2.76
1,Premium,E,SI1,61.9,60,5445,6.37,6.46,3.97
1.2,Very Good,G,VS1,60.2,60,8442,6.91,7,4.19
0.49,Premium,D,VVS2,58.8,60,1940,5.26,5.14,3.06
0.45,Very Good,G,SI2,59.7,61,764,4.95,5,2.97
1.11,Ideal,F,VS2,62.2,54,9144,6.62,6.69,4.14
1.08,Premium,G,VS2,60.1,59,6532,6.7,6.64,4.01
1.05,Premium,E,IF,59.8,59,11025,6.65,6.62,3.97
0.3,Ideal,G,VS2,61.9,57,984,4.26,4.3,2.65
0.41,Ideal,F,VS1,61.9,57,1076,4.77,4.73,2.94
0.83,Premium,H,SI1,58.6,61,2613,6.2,6.16,3.62
0.32,Ideal,F,VVS2,61.2,55,800,4.43,4.46,2.72
1.02,Ideal,E,VS2,60.7,56,6704,6.58,6.61,4
0.4,Ideal,G,IF,61.2,56,1229,4.76,4.81,2.93
0.71,Very Good,I,VS1,63.1,57,2202,5.68,5.58,3.55
0.3,Ideal,D,VVS2,59.5,56,950,4.42,4.38,2.62
2.4,Fair,J,SI2,65.4,56,15824,8.35,8.29,5.44
0.41,Premium,D,VVS2,61.2,62,1356,4.82,4.78,2.94
0.7,Premium,F,SI2,61.8,60,2213,5.65,5.71,3.51
0.53,Premium,D,SI1,61.4,58,1566,5.19,5.23,3.2
0.7,Very Good,E,VS2,62.6,56,2513,5.65,5.69,3.55
0.97,Ideal,F,I1,60.7,56,2856,6.43,6.41,3.9
1,Fair,I,SI1,67.9,62,2856,6.19,6.03,4.15
0.26,Ideal,E,VS1,62.3,57,556,4.05,4.08,2.53
0.55,Good,D,SI2,63.2,56,1272,5.21,5.24,3.3
1.58,Ideal,I,SI1,61.7,56,9335,7.55,7.48,4.64
1.71,Premium,E,SI1,62.2,58,14319,7.67,7.61,4.75
0.43,Ideal,G,SI1,62.2,54,763,4.84,4.88,3.02
0.37,Ideal,E,VS2,61.9,53,1041,4.65,4.62,2.87
0.34,Good,E,SI1,63.4,55,556,4.44,4.46,2.82
0.53,Ideal,H,VVS1,61.3,56,1781,5.22,5.24,3.21
0.6,Ideal,E,VS2,61.2,56,2079,5.44,5.45,3.33
0.32,Good,E,VS2,64.1,54,556,4.34,4.37,2.79
0.31,Ideal,I,VVS1,61.6,55,557,4.36,4.41,2.7
1.26,Ideal,G,SI1,59.6,57,6738,7.08,7.04,4.21
0.71,Very Good,J,VS2,62.8,61,1821,5.63,5.71,3.56
1.31,Premium,H,VS2,59.6,58,6095,7.14,7.08,4.24
1.59,Premium,J,SI1,62.5,60,7836,7.46,7.42,4.65
1.51,Very Good,D,VS1,62.8,57,15513,7.23,7.29,4.56
1.03,Fair,E,I1,78.2,54,1262,5.72,5.59,4.42
0.3,Ideal,G,VVS1,61.5,57,764,4.28,4.31,2.64
0.32,Good,G,VS2,56.7,64,603,4.52,4.55,2.57
0.9,Premium,E,VS1,59.4,59,5438,6.31,6.28,3.74
0.33,Premium,F,SI2,62.3,58,557,4.43,4.4,2.75
0.51,Ideal,E,VS2,61.8,56,1781,5.14,5.12,3.17
0.33,Ideal,G,SI2,61.9,56,557,4.45,4.41,2.74
1.46,Premium,G,VS1,62.3,58,12261,7.25,7.2,4.5
0.33,Premium,J,VS1,62.8,58,557,4.41,4.38,2.76
0.53,Premium,H,VS2,61.4,52,1412,5.29,5.26,3.24
0.33,Ideal,J,VS1,62.1,55,557,4.44,4.41,2.75
0.33,Ideal,I,SI1,63,57,557,4.39,4.37,2.76
1.59,Very Good,D,VS2,61.4,60,12846,7.47,7.6,4.63
0.33,Premium,I,SI1,60.4,59,557,4.54,4.5,2.73
1,Fair,H,SI2,66.1,56,2856,6.21,5.97,4.04
0.59,Ideal,D,SI1,62.5,55,1820,5.35,5.4,3.36
1.03,Ideal,F,VVS2,62,56,9413,6.48,6.45,4.01
0.7,Ideal,F,VS2,61.6,57,2657,5.76,5.71,3.53
0.71,Premium,G,VS2,63,56,2735,5.7,5.69,3.59
0.72,Ideal,E,SI1,62.3,57,2857,5.76,5.7,3.57
0.3,Premium,D,VS2,61.7,59,710,4.25,4.28,2.63
0.54,Ideal,F,VS1,61.1,55,2083,5.26,5.32,3.23
0.38,Premium,I,VS2,61.8,59,812,4.64,4.61,2.86
0.81,Very Good,F,SI1,61.3,57,2858,6.02,6.05,3.7
1.21,Very Good,J,VS2,60.9,58,4816,6.86,6.91,4.19
2.01,Premium,I,SI1,60.1,59,14752,8.21,8.15,4.92
0.7,Premium,E,VS2,61.4,59,2858,5.73,5.7,3.51
0.34,Ideal,H,SI1,61.5,55,647,4.53,4.55,2.79
0.81,Very Good,H,SI1,59.1,57,2562,6.09,6.16,3.62
0.3,Good,H,VS1,63.2,56,526,4.25,4.29,2.7
0.76,Ideal,E,SI1,62.7,54,2858,5.88,5.83,3.67
1.67,Ideal,F,VS2,61.8,57,17194,7.58,7.62,4.7
0.31,Ideal,F,VS2,62.3,57,802,4.34,4.3,2.69
1.51,Ideal,F,VS2,61.5,57,15226,7.39,7.36,4.54
1.5,Good,G,SI2,63.1,57,9116,7.25,7.29,4.59
0.71,Fair,D,VS2,56.9,65,2858,5.89,5.84,3.34
0.3,Very Good,I,VS1,61.8,63,442,4.26,4.29,2.64
1.51,Very Good,F,VS2,62.8,56,14165,7.27,7.32,4.58
0.77,Premium,F,VS1,60.9,60,2859,5.91,5.88,3.59
1.5,Fair,H,SI1,65,57,6838,7.1,7.06,4.6
1.51,Good,I,SI1,62.5,57,8242,7.25,7.32,4.55
0.32,Ideal,G,VVS2,61.1,55,936,4.45,4.42,2.71
0.72,Premium,F,SI1,59.5,62,2670,5.85,5.74,3.45
0.71,Very Good,F,VS2,61.3,61,2860,5.68,5.73,3.5
0.83,Premium,G,SI2,61.6,57,2749,6.06,6.02,3.72
0.6,Ideal,E,VVS2,61.9,54.9,2860,5.41,5.44,3.35
0.3,Ideal,I,VS2,62.6,56,540,4.31,4.29,2.69
0.31,Premium,E,SI1,59.1,59,698,4.44,4.42,2.62
0.71,Premium,D,SI1,60.7,58,2861,5.95,5.78,3.56
1.7,Ideal,I,SI2,60.7,59,8743,7.69,7.64,4.65
0.62,Ideal,G,VVS2,61.6,56,2861,5.48,5.51,3.38
0.52,Ideal,D,VS2,62.7,53,1822,5.14,5.17,3.23
1.51,Premium,G,VS2,59.2,61,12229,7.48,7.44,4.42
0.82,Premium,E,SI2,61.7,59,2861,6.01,5.98,3.7
1,Premium,D,SI1,61.4,58,5096,6.4,6.34,3.91
0.7,Very Good,D,SI1,62.5,55,2862,5.67,5.72,3.56
0.71,Very Good,H,SI1,62.1,61,2354,5.63,5.71,3.52
0.72,Ideal,E,SI1,62,57,2476,5.72,5.66,3.53
1.5,Very Good,E,VS2,59.5,58,14592,7.44,7.48,4.44
